"Date","Year","Quarter","FY","QFY","Month","OUT_14","OUT_GPS_14","OUT_GPS_DBT_14","OUT_GPS_TRF_14","OUT_DEF_14","OUT_POS_14","OUT_EA_14","OUT_EA_ECL_14","OUT_EA_AGR_14","OUT_EA_EFU_14","OUT_EA_MMC_14","OUT_EA_TRA_14","OUT_EA_COM_14","OUT_EP_14","OUT_HC_14","OUT_HEA_14","OUT_HEA_OP_14","OUT_HEA_HP_14","OUT_HEA_PH_14","OUT_REC_14","OUT_EDU_14","OUT_EDU_PRI_14","OUT_EDU_SEC_14","OUT_EDU_TER_14","OUT_SOC_14"
2020-07-01,2020,"Q3","2020/21","Q1","July",2922.28308320949,1097.66084558167,605.207064689605,41.4596265558111,614.379972248551,77.962257217,685.366723959651,14.9944313104183,36.4847400746667,17.8469492558668,7.780263313,249.773454518327,11.0495755603515,35.582624239749,64.3289153882506,167.090158038945,0,17.6379263558782,1.9960906,0.023799811,179.136891690667,0,0,34.480892468,0.750895034
2020-08-01,2020,"Q3","2020/21","Q1","August",2715.3153943312,1344.92948704795,225.91728424047,41.4596265558111,266.364891827665,109.044821433,456.781377818324,11.597999674163,39.8216311077385,98.2526221641627,100.912382971,161.483990915403,1.922537278,19.1711727305319,15.666234997634,185.157095456552,0,28.6449880956996,2.910619837,3.98344887,242.718551842667,0.812000488,0.501759965,69.176992685,71.4983123068754
2020-09-01,2020,"Q3","2020/21","Q1","September",2406.45461258105,793.916058080023,412.752845006545,41.4596265558111,148.986941874584,115.076000829,811.629335102665,17.6472259992508,44.5482842526667,52.49215777098,1.149529207,363.504365361439,1.240522533,19.3072607040131,51.7830634066757,203.06754185518,0,60.8128310889638,1.889183652,0.186772058,213.485539108469,0.468799313,0.268975561,58.5038335555244,49.0160995624417
2020-10-01,2020,"Q4","2020/21","Q2","October",3362.19229838926,907.336181997644,210.424591573926,41.4596265558111,806.029921156,103.159114071,905.110339716757,28.5370201502493,60.785475726395,82.1729193160415,1.224378739,483.423296356711,2.025978175,30.5869661674628,41.6285186846667,315.074724701885,0,59.9688846033345,3.257613423,3.100876112,230.020358038,3.077458721,1.11805475,57.257109427,20.1452977438396
2020-11-01,2020,"Q4","2020/21","Q2","November",2577.93482994338,896.039649347279,183.440890556099,41.4596265558111,564.870288766294,146.101044595045,429.994366136605,24.7273642602004,36.0049394182508,54.9123135829371,8.460080451,219.941384585868,7.369024025,17.2305617268745,72.8003531195029,169.447815792361,0,23.4931881781791,2.734197035,6.182239944,259.499328649,0.527472945,2.835336104,76.002479197,15.7691818664189
2020-12-01,2020,"Q4","2020/21","Q2","December",2596.39524565008,736.065081182709,227.023770001706,41.4596265558111,225.566625947861,186.617720494958,529.933815540517,17.2380875961204,63.3852845782196,51.5233781593551,1.559861908,240.311652082958,3.888773085,18.98037548,329.411056150094,187.633243576182,0,22.6592987805945,11.34193982,1.547229052,280.927576442721,1.227478024,0.285913089,69.075914847,99.7125217830402
2021-01-01,2021,"Q1","2020/21","Q3","January",3885.44624635929,1346.79339450842,663.484574885451,41.4596265558111,1079.32494614959,149.914204649756,763.59971599189,67.2032612105107,39.364315499274,21.3807780346127,3.419175639,406.851528330948,1.065523343,31.164812985,75.8028999307074,186.002437976403,0,24.3275212607843,4.540593422,1.069052474,240.742474794524,0.154407144,0.439722578,54.386497364,11.032306899
2021-02-01,2021,"Q1","2020/21","Q3","February",1940.53267170331,749.253546060702,232.270654112247,41.4596265558111,203.350443419122,132.232871431,354.908822925858,13.0809526893635,58.1074731607231,24.1773299416527,1.485612371,197.234038576619,3.309742751,27.3324995091239,13.8566188326667,166.751900941128,0,58.1219912545427,3.273376582,4.660862428,263.271353097524,0.337852834,2.154434941,80.426547591,24.9137530581859
2021-03-01,2021,"Q1","2020/21","Q3","March",2627.19300452004,826.661943817041,424.737032728586,41.4596265558111,203.601319207824,149.101570435,670.409701860456,33.9705480622575,45.1527951483672,73.997916750071,1.168874737,257.602185167651,3.677627759,32.4758583014889,111.671747879169,326.407432961397,0,22.968379405,2.335814725,0.194673392,291.276084178667,6.456617884,0.095496024,80.713660768,15.392672487
2021-04-01,2021,"Q2","2020/21","Q4","April",3002.74366739311,866.634669793062,317.112020587988,41.4596265558111,1042.193092699,104.45112018,443.720473073048,20.3210894670198,41.3530482811997,96.2836441008962,23.804343394,98.6757253188241,4.185154379,20.2881907402097,55.5248977808137,224.480737641031,0,64.0634868298694,4.558490213,1.587834742,236.444872640942,0.269753322,0.096957559,77.3901204702971,7.417778103
2021-05-01,2021,"Q2","2020/21","Q4","May",2680.07411072651,742.180831834352,309.094465399033,41.4596265558111,194.414250061421,223.502886966,1050.70468496194,12.3695988898797,66.4740981893598,27.8657668411677,2.798567123,817.095356539408,8.800436372,24.7591467930492,19.26747128525,148.254928840572,0,37.536664867,5.369732255,5.149168822,261.301578208928,3.097145933,1.258367651,85.1508409282836,10.539162953
2021-06-01,2021,"Q2","2020/21","Q4","June",3054.55457384779,1021.8706154025,244.093181285024,41.4596265558111,67.9800109804745,186.459568600426,852.388467555941,38.7258254366914,237.86922430755,102.753072069425,11.616872489,337.606258286565,45.5099504285793,28.8728757706346,53.3185546385953,504.768480785673,0,156.981956443467,11.315291296,8.599502818,303.986681703555,1.122426479,14.862646999,133.680211837,26.309815592
2021-07-01,2021,"Q3","2021/22","Q1","July",3508.71336316979,1770.563001727,452.504115140763,44.51334306975,615.370552657763,103.702889680522,386.087042612386,8.39634416266232,60.3198339135639,75.8788036025354,2.550386281,54.1676944062839,0.533713962,20.8390851625278,116.86116455175,171.964407136066,0,25.6597321740294,4.977748275,1.27603497098861,262.701127206059,0,0,63.575271064,59.348057464723
2021-08-01,2021,"Q3","2021/22","Q1","August",2970.52204690855,811.680278567208,274.416539631226,44.51334306975,140.533763057894,116.657544178,1319.44360023142,18.2854031690065,54.9686609087273,24.5778680652432,2.924787059,800.752424486779,7.519648618,36.8855226817892,26.316477757486,209.100602427145,0,42.3407324160474,23.3860300162237,0.202054169,246.115101379385,0.222389308,0.168328651,52.447775108,63.5871024592129
2021-09-01,2021,"Q3","2021/22","Q1","September",2057.15416632399,723.125362875293,306.460930578907,44.51334306975,138.835431352343,108.131453798,367.51480508204,31.8254053214074,66.0681148432574,36.6343760509092,0.085091389,109.645743517616,43.0956972812274,16.0007750107892,14.5777936985388,386.957218518012,0,28.1490537448654,9.620845468,0.348061767,278.918471993975,0.381232787,1.447500641,70.4981988754472,22.744792228
2021-10-01,2021,"Q4","2021/22","Q2","October",2691.66694570196,784.785168328774,203.705421948873,44.51334306975,711.617689947,152.780632733,410.473824146558,30.8818073675523,48.0636225537756,30.6641860941422,1.760631552,181.563371382435,3.337263856,27.5061783627893,27.697746312696,293.682358800116,0,117.701291072695,11.5021488079602,1.364295003,271.580969338031,4.15632809,1.603552236,71.41404972,10.17808273
2021-11-01,2021,"Q4","2021/22","Q2","November",2170.85370502592,641.366851404424,197.979849362523,44.51334306975,136.242072728,145.813250158,614.927630127733,54.7310080169562,72.9435893462735,49.5234375113346,11.947787597,310.410228546193,4.493461517,32.4886177167893,83.7346844412141,210.135839923611,0,30.3916959680007,9.163402059,0.339588072,299.380890381144,13.77604272,2.984112598,86.5571197663768,6.424280073
2021-12-01,2021,"Q4","2021/22","Q2","December",2179.99312347641,683.217564742233,227.615099584296,44.51334306975,183.656469291632,139.732479594,424.15505708325,16.8060761580652,64.9800812242805,58.1355816256669,4.078033825,126.600631634191,16.6825576259755,19.1299772523122,238.555008845599,178.820591754733,0,37.7746436814191,9.153577215,4.539985527,244.958088070414,9.995147678,2.407008927,66.9694442856468,63.2279013152339
2022-01-01,2022,"Q1","2021/22","Q3","January",3099.85385897803,907.574978241873,379.263856008435,44.51334306975,719.733159588,163.267592706,701.676652815119,125.926798069182,50.7755666953644,48.1785229309866,39.816702269,334.09378617437,4.282283021,17.6358276324578,44.6616791241954,228.405491114652,0,46.6913466707569,22.703720449,4.211506482,294.452387522731,0.044248203,1.513596479,60.796137738,18.234583751
2022-02-01,2022,"Q1","2021/22","Q3","February",2350.29717418614,743.078550360387,211.439360929322,44.51334306975,91.125338348,126.582535686,671.153249779033,31.068258219668,68.6025286450905,107.499859909201,8.332025243,405.88059872014,3.281344082,69.8796803167577,75.3087451685942,231.435641790639,0,30.176937267,21.9129030347769,0.242256632,335.891089202731,3.640244593,3.363355546,76.595881552,5.600086902
2022-03-01,2022,"Q1","2021/22","Q3","March",2125.68172371522,713.615599687979,259.143762145285,44.51334306975,110.403041493215,141.981378004,408.299583109661,8.94031274686212,42.6871113713222,159.276901861507,0.788443321,115.280987554569,2.69463283,29.6081392523062,56.2177515298242,248.636525138877,0,86.14435939366,10.922151969,0.698745393,303.34902344608,0.500808995,2.876274303,64.9997187963492,112.871936660277
2022-04-01,2022,"Q2","2021/22","Q4","April",3109.43237794647,860.660088888063,268.821876376795,44.51334306975,736.631002493933,186.597248086,442.027583522869,29.1107294728216,44.0841261233513,40.3072519337554,1.370622758,205.270569810399,4.849007318,5.981247954999,7.79469150403304,257.984069029247,0,38.9338725554477,5.83111119809893,0.719210637,576.662383772331,25.419906793,0.064333649,61.1225622231744,34.374852058
2022-05-01,2022,"Q2","2021/22","Q4","May",2137.47049104532,804.17085404041,236.980298129372,44.51334306975,122.564944138,207.871217409,567.446745852468,26.8610372714294,97.8716585459728,168.897842670574,114.664884019,98.4768834000279,4.67405763,18.052365002,39.5286820068861,177.809441476606,0,70.7947560356055,8.487710217,3.533827073,134.65274251317,1.372312514,0.238385145,97.931429018,61.8396715337844
2022-06-01,2022,"Q2","2021/22","Q4","June",3572.28297315216,1137.41769848933,264.406503633076,44.51334306975,360.736609988,217.186685859,1177.15781257487,23.8403679822558,192.938824667389,173.793501318681,4.688590197,500.866517856896,26.114100719,63.6148799802534,91.4696304004867,174.483077351215,0,88.995629928215,22.855387872,3.947499847,278.689648543,4.659605389,5.141909803,145.170419465,67.579430119
2022-07-01,2022,"Q3","2022/23","Q1","July",812.177923818373,531.09200573685,486.105865823516,44.9861399133333,50.5,0.00690866,14.648767376857,0,12.2917799566467,0.10809847,0.080758,0.937761206,0,0.645833333333333,0,66.3480784691667,0,0,-0.256951764,0,148.617996908833,0,0,0,0.318333333333333
2022-08-01,2022,"Q3","2022/23","Q1","August",1214.76878840345,437.939438929929,294.423208375816,44.9861399133333,418.96449137,10.423175805,110.395333419857,0,18.0847026426467,52.109109668,0.181746011,25.704454671,0.0781,0.699227111333333,2.545737337,84.5875029181667,0,7.07770717,10.904765515,0,148.818060477833,0,0,0,0.395821034333333
2022-09-01,2022,"Q3","2022/23","Q1","September",1060.52450219824,635.683439758719,456.779776008606,44.9861399133333,0.672715868,4.104497966,75.646611868857,0,29.2399381196467,14.21769518,0.030641659,3.492641264,2.883850852,0.759743570333333,7.403085291,187.773238127167,0,1.993868358,119.174339536,0,148.085681096833,0,0,-0.561738296,0.395488651333333
2022-10-01,2022,"Q4","2022/23","Q2","October",1734.76600971272,395.977707892103,238.152672250536,44.9861399133333,386.197786067,84.867497879,509.367875650067,0.04956,53.4389715804,129.401025039,0.300358843,267.416565293,0.137915601,12.002914943678,32.208255169,112.118474710003,0,6.072358807,10.602004643,0,201.043741873867,0,0,0,0.981755528
2022-11-01,2022,"Q4","2022/23","Q2","November",1255.50707987152,427.813456672907,236.075047006341,44.9861399133333,3.790814104,18.067474267,416.822333429067,0.06960348,55.6125687364,26.435408805,7.061913316,272.444340667,1.998599553,11.589696511678,17.595904194,153.728346088003,0,16.245852413,42.053382415,0,204.751329681867,0,0,0,1.347724923
2022-12-01,2022,"Q4","2022/23","Q2","December",1412.50585760906,490.895331243442,325.622299807876,44.9861399133333,5.856795521,26.058959498,305.414622465067,0.625410599,66.6898087814,51.079766463,3.59529943,161.983693132,0.60061013,11.918885804678,12.545078814,356.897588243003,0,35.24470686,226.137582124,0,202.519151937867,0,0,1.341277567,0.399444082
2023-01-01,2023,"Q1","2022/23","Q3","January",2072.08144593936,789.63406855401,571.307452287478,44.9861399133333,385.035328756,33.890042818,407.944802569175,0.489596001,48.7950183927536,15.153108571,1.357949452,327.411839185,3.056936116,19.1163150539878,6.8129872,151.12140893074,0,8.471475151,24.112180559,0,276.477234057447,0,0,0.053411999,2.0492580000001
2023-02-01,2023,"Q1","2022/23","Q3","February",1432.64821180772,462.066339427373,272.53268488484,44.9861399133333,13.456041738,27.693798091,453.288837093175,0.095651522,77.9156980137536,62.334445447,2.195545213,177.83586792,10.52660803,20.2766750869878,31.489215392,136.88121397974,0,4.683302297,13.662108462,0,286.887525341447,0,0,0.040358696,0.608565658
2023-03-01,2023,"Q1","2022/23","Q3","March",1556.26325828682,642.738618790474,444.450844724941,44.9861399133333,0.195835733,44.568993198,201.627387084175,0,64.7090709637536,29.397036667,0.296361219,74.925224656,-0.796093477,19.9859757229878,20.481816192,347.18507514074,0,12.450035752,216.197286168,0,279.194164590447,0,0,1.570464036,0.285391835
2023-04-01,2023,"Q2","2022/23","Q4","April",2500.03037692889,554.454505252539,302.634265489517,44.9861399133333,501.469627108,36.656248741,178.755382556489,0.130544895,61.7393360371035,29.349001677,1.016347311,78.77547979,0.296635802,5.6509120210057,13.798911889,368.706244252865,0,17.795074887,7.13815587,0,837.101659054986,0,0,0.900510672,3.4368860530006
2023-05-01,2023,"Q2","2022/23","Q4","May",1377.6318451259,586.472826393412,274.81758346339,44.9861399133333,35.330919692,43.201482639,609.342573699489,1.282275865,83.3759447411035,88.902322084,4.783375134,363.2303971,2.528679089,2.81230699,25.327346605,64.853519519,0,17.671795447,43.645742904,0,9.889174644,0,0,0.4599165,0.401694944
2023-06-01,2023,"Q2","2022/23","Q4","June",1970.12398539419,889.263514918702,358.84673441868,44.9861399133333,200.325736004,65.171035936,566.266729316489,0.743841815,161.449496824104,56.696040107,5.57998676,267.026532732,3.475938022,3.886881795,22.258493964,140.935599858,0,59.531485254,78.541538611,0,62.842910549,0,0,12.502774057,19.173083053
2023-07-01,2023,"Q3","2023/24","Q1","July",1593.55933129807,849.779282760662,644.292358977469,51.355947988,45.2512113217347,0.000255,398.362201703898,0.137684806,11.8657339123967,0.00165,0,103.528491868667,0,0.374605779999967,10.1633412634936,87.0308741593239,0,6.525279257,-0.251862159,0,201.960892642291,0,0,0.00039307,0.6366666666667
2023-08-01,2023,"Q3","2023/24","Q1","August",1584.0894388191,654.278962742063,442.896623932142,51.355947988,32.3711111499713,12.317832516,588.535135591907,0.653554445,20.8344588703967,19.776650959,0,107.277070315667,0,0.526929292999967,1.210748342,91.8367740963239,0,2.217525919,8.861791116,0,202.321961267167,0,0,0,0.6899838206667
2023-09-01,2023,"Q3","2023/24","Q1","September",1617.4875034743,754.657445204954,530.766576394395,51.355947988,47.703579543564,0.458895294,411.549401393136,2.853322188,33.7543953893967,9.608730334,2.018779249,109.805380209667,0.009350872,0.667816128999967,13.9138832503546,188.26863949335,0,4.255519298,38.450368956,0,199.389362632275,0,0,0.041680116,0.8784805336667
2023-10-01,2023,"Q4","2023/24","Q2","October",2610.4515639499,542.634533196912,279.598228355556,51.355947988,802.245839722169,77.995429079,769.158970283265,0.621031928,110.250118143322,44.864212164,3.5693934,389.779278001833,0.049,2.68065513671812,50.5603433730731,150.091943612134,0,4.936246917,18.703661156,0,214.425855879966,0,0,0.784104971,0.6579936666667
2023-11-01,2023,"Q4","2023/24","Q2","November",2472.56719097904,1034.03533022374,761.10473483127,51.355947988,17.2832498769935,45.949397812,897.324082885667,3.668698873,92.9716676903215,121.47277867,2.173616481,339.946891467833,0.0045,4.26905325671812,29.885838384568,235.961444046806,0,30.434970541,51.236896805,0,206.966156995878,0,0,0.399990254,0.8926374966667
2023-12-01,2023,"Q4","2023/24","Q2","December",2275.71084612921,700.256778885222,408.33705285399,51.355947988,313.096947383849,33.215088001,722.669091578856,1.235649201,105.700486441322,18.108993538,1.025878273,206.818379232833,0.538347719,3.86566535971812,35.0402541394619,254.699837505394,0,3.79739542,39.201523698,0,212.323094840706,0,0,0.618818644,0.544088435
2024-01-01,2024,"Q1","2023/24","Q3","January",2020.4874919663,916.500772833431,707.4688093213,51.355947988,28.5540108877723,13.599499693,639.922418330058,1.731876647,64.0570732999744,38.479885993,0.050863,73.7328258369057,0,0.477011141146499,3.897111505,144.207568803042,0,5.958728525,31.073017514,0,271.718892220129,0,0,1.37426603,1.61020655271591
2024-02-01,2024,"Q1","2023/24","Q3","February",1800.86314752565,796.123840158963,438.916328617845,51.355947988,2.17047738070726,6.697059578,423.194907315565,1.809030929,53.2337160749744,14.069430687,2.881475,234.413837785906,0.05631,1.6158949091465,4.033185112,309.470915713986,0,8.095133609,202.752834149,0,257.083998591285,0,0,2.09902539,0.472868766
2024-03-01,2024,"Q1","2023/24","Q3","March",1878.13613080879,782.85048989678,505.852942935404,51.355947988,31.2303057065512,14.381753939,464.434128399383,6.314576968,53.8331740539744,41.290005456,0.004885,106.881994153906,0.104685232,3.3324410381465,15.6093092899134,277.247901611955,0,1.273611133,161.971121742,0,286.353557120056,0,0,1.500946116,2.696243807
2024-04-01,2024,"Q2","2023/24","Q4","April",2261.48127512009,439.524121057978,277.724508938119,51.355947988,605.072533709001,32.23682832,378.158126969109,3.546703307,55.8329496545775,18.190995185,0.23252,163.45569636494,1.729313783,2.09885683064828,22.970206612,233.41887896232,0,4.617615719,15.761998463,0,545.015634464,0,0,1.556914397,2.98608819502959
2024-05-01,2024,"Q2","2023/24","Q4","May",2091.77418920949,928.34907326263,749.682627682833,51.355947988,28.2164458049978,28.472803764,940.077107599282,3.83886326,92.5946944085775,97.039821347,6.53168036,460.47304517094,11.452617981,3.46897279,82.0127041532853,59.7873417905573,0,20.574440632,19.619808127,0,19.1372351187403,0,0,1.330714745,2.252504926
2024-06-01,2024,"Q2","2023/24","Q4","June",1939.21019323827,795.347274887947,475.104394442972,51.355947988,14.834266806,239.879836154,672.261447897598,5.809278619,80.0684436905775,9.607484992,2.173826502,232.89959308694,0.542770896,9.224932519,23.9274422569494,103.967607397275,0,29.117797853,37.850268722,0,76.4048302355028,0,0,7.520270244,3.362555084
2024-07-01,2024,"Q3","2024/25","Q1","July",3786.8066009613,2252.717627345,886.650242106663,51.355947988,41.4249439112294,-0.000107167869720876,444.754016123824,7.221221611,41.3988383504129,0.34811061,0,67.398745850178,0,1.06401333823235,86.1630132791462,299.475663551155,0,0,-0.048831913,0,659.520903214592,0,0,0,1.68652736599521
2024-08-01,2024,"Q3","2024/25","Q1","August",3637.85002523082,1589.90771904168,687.358575565103,51.355947988,25.9618291534937,0.329051175624212,1160.71966499047,24.883332852,65.6917735344129,10.186253984,0,292.057787592178,0.40246254,1.11732075037674,4.26342072050839,306.604579630223,0,0.06125,26.494611554,0,547.501689001096,0,0,0,1.44475076735876
2024-09-01,2024,"Q3","2024/25","Q1","September",2508.65672626557,1067.81803669949,445.845632906188,51.355947988,82.9835569659876,0.209112497238406,604.859082993814,1.486435331,104.732723202413,31.162500965,2.371554,102.717225036178,2.396125364,0.813219947637221,0.589171908964922,263.750499733498,0,0.461125442,14.304762429,0,486.245640783107,0,0,4.9113298,1.38840473583166
2024-10-01,2024,"Q4","2024/25","Q2","October",3535.77698406096,879.474661191835,268.610751914326,51.355947988,676.76146252415,94.5360900095754,1115.80195858931,14.860555023,77.7632150200498,12.223525171,0,173.636181796111,0.196667534,1.67932629620208,9.88784813080601,381.085666120467,0,4.747980144,40.773107656,0,375.278638761265,0,0,0.562342177,1.27133243734406
2024-11-01,2024,"Q4","2024/25","Q2","November",3950.46975155658,2169.59617221644,1251.97890704765,51.355947988,26.6550372835866,33.5158605701946,1047.50163793308,7.283468158,73.7435051730498,26.332475679,3.929082073,180.019671588111,2.963086415,3.49843224287053,23.8677621609848,325.548130124945,0,15.056312059,35.464363032,0,319.308666647567,0,0,1.492728883,0.978052376909043
2024-12-01,2024,"Q4","2024/25","Q2","December",2355.09159434205,811.061463596013,278.777862081846,51.355947988,75.3634763369879,58.6920937282454,837.505727261618,15.200261857,80.0745620840498,13.325258612,-0.15344773,293.618920440111,3.977036556,2.84155386423189,10.5273887146601,214.137772231341,0,0.724354736,20.39313496,0,344.871534853011,0,0,0.0746546,0.0905837559368518
2025-01-01,2025,"Q1","2024/25","Q3","January",4773.35048481497,2406.87640056389,1318.75818413735,51.355947988,905.08302770315,60.3693659031198,656.244432303649,4.704140051,64.510344515544,38.990594607,0.1243195,49.0650362194445,6.730161867,20.230889796465,12.8899534546119,249.499324500497,0,4.64903924,45.517908626,0,458.946931037376,0,0,0.287847484,3.21015955220775
2025-02-01,2025,"Q1","2024/25","Q3","February",2760.41167639452,1381.92778918789,578.337681018046,51.355947988,11.5781739825174,60.4964281659497,433.149042753,12.931316699,63.166257432544,27.76593653,0.864392214,89.2749156354445,1.222493963,24.6104554514309,89.5637030391908,243.960750884807,0,6.485468023,16.806798002,0,514.990368475268,0,0,0.740604492,0.134964454461568
2025-03-01,2025,"Q1","2024/25","Q3","March",3312.15240458961,1010.38228025188,476.221585893875,51.355947988,42.0446016825284,64.7697992723776,1101.34051137833,2.29577916,207.963062751544,10.904681575,0.292724653,132.649209868444,7.753352523,28.8379265139326,5.79601547726963,586.849957406845,0,10.878934597,239.21146389,0,471.97586828516,0,0,3.06532027,0.155444321288155
2025-04-01,2025,"Q2","2024/25","Q4","April",4133.61905743748,1086.04017213129,628.74102810687,51.355947988,710.249725199745,103.895186117704,861.915822084886,12.415578848,35.663664144648,22.515242486,0.080261977,366.045287519667,11.804857251,4.61534231893256,1.09640418505895,433.574978571514,0,5.330787486,39.089339076,0,929.42252093803,0,0,0.369350925,2.8089058903187
2025-05-01,2025,"Q2","2024/25","Q4","May",5909.23294320593,2433.1454890298,1146.5499138669,51.355947988,79.4885699411566,107.193218204077,2772.3277540925,4.553381871,236.010491999648,36.854899226,1.599670481,598.561769980667,2.230138722,5.49743459020451,330.028620361267,92.6871026949033,0,7.529525086,15.4361518,0,88.5938680024366,0,0,3.427503148,0.270886289585368
2025-06-01,2025,"Q2","2024/25","Q4","June",5850.90177575195,1726.62571970049,425.94603134078,51.355947988,1011.38841922409,459.714037723962,2034.76943330105,21.830247785,150.489233607648,33.615788914,2.626344016,572.692214887667,1.906108784,21.3890510408931,17.8381765525615,432.767595732257,0,47.37337899,138.674116584,0,143.782769646437,0,0,5.499195793,2.62657283019934
2025-07-01,2025,"Q3","2025/26","Q1","July",2414.59721846894,1950.69232129027,1760.84355192526,72.5022041758333,0,1.95979259,59.7034601299038,0.268455322,32.3098388048163,7.654235682,0,18.0528265416667,0.289239687,1.14666666666663,0,132.050532096659,0,0,26.022463812,0,268.16413887172,0,0,0,0.880306823720433
2025-08-01,2025,"Q3","2025/26","Q1","August",1572.42234912113,978.205676939458,776.94218901545,72.5022041758333,0,10.703478222,160.278283257904,2.950887861,65.8270079318163,13.730904199,5.408,22.9489008086667,17.502881164,1.44548034766663,1.594199075,140.216947143659,0,2.250434757,31.938444102,0,279.09797731172,0,0,0,0.880306823720433
2025-09-01,2025,"Q3","2025/26","Q1","September",1826.55605837907,1043.3224441824,841.86953378839,72.5022041758333,0,56.650181405,220.664452963904,1.067252367,47.9216351348163,2.36923024,0.113633218,129.420859857667,5.37670726,1.78273091066663,34.025880205,183.356775886659,0,15.960329209,61.368378393,0,285.87328600172,0,0,0,0.880306823720433
2025-10-01,2025,"Q4","2025/26","Q2","October",1048.60552904499,478.26350677793,258.568010525409,72.5022041758333,0,3.798550946,208.726288325587,10.102465511,58.6093849526667,32.241793552,0.198686408,77.4842714278333,5.565041674,0.810411878999967,0.186609742,159.895636497958,0,4.062616537,19.509098015,0,196.924524876517,0,0,0,0
2025-11-01,2025,"Q4","2025/26","Q2","November",2168.50952399006,1382.256602211,1150.25333900948,72.5022041758333,0,21.935574472,385.576496225587,1.898910921,62.7046653096667,14.262625321,5.186590001,238.240586815833,6.967141878,3.21878280299997,13.204757887,158.656616726958,0,9.412695529,12.919999252,0,203.660693664517,0,0,0,0
2025-12-01,2025,"Q4","2025/26","Q2","December",1425.06867568603,551.373735371965,320.289937719444,72.5022041758333,0,15.605168684,482.244193141587,4.479289284,60.5725414426667,13.945355978,1.134382314,355.430182544833,7.328289905,1.39137829099997,4.011400516,169.963784794958,0,6.072792578,27.567070271,0,200.479014886517,0,0,0,0
2026-01-01,2026,"Q1","2025/26","Q3","January",3223.21317036475,2352.57933661595,2123.44741470299,72.5022041758333,0,21.099446202,448.777390691079,57.329468349,96.5956767677417,12.559350257,0.078,265.52225105625,1.104462737,9.689691172308,19.321106977,128.924329072825,0,1.234977654,14.32538175,0,240.180949162427,0,0,0,2.6409204711613
2026-02-01,2026,"Q1","2025/26","Q3","February",1813.37351213043,1128.93838788879,890.191459412828,72.5022041758333,0,4.311269329,303.838751975079,16.640663731,54.9902239927417,15.14594652,3.399999999,161.35315498325,34.647838798,8.937901147308,2.432847528,123.779146273825,0,0.7781331,9.637043505,0,241.135207988427,0,0,0,0
