"Date","Year","Quarter","FY","QFY","Month","EXP_W_SEC","EXP_W_RAW","EXP_W_AGR","EXP_W_EDU","EXP_W_HEA","EXP_W_WAE","EXP_W_JLO","EXP_W_ACC","EXP_W_EAM","EXP_W_TTI","EXP_W_LHUD","EXP_W_SD","EXP_W_ICT","EXP_W_PSM","EXP_W_PAD","EXP_W_PARL","EXP_W_STD","EXP_W_TOU","EXP_W_LGOV","EXP_W_I","EXP_W_I_DOM","EXP_W_I_EXT","EXP_W_CEN_TOT","EXP_W_LGP_TOT","EXP_W_I_TOT","EXP_W"
2018-11-01,2018,"Q4","2018/19","Q2","November",46.445572325,6.605778296,9.41684573930256,133.646115668218,48.836240990233,1.620172374,30.647320662,18.8470667900833,0.291775256,0.218607762,0.51900186,0.376463137,0.79036862,28.1335045870755,5.310400952,4.436279534,0.386189737,,,0,0,0,166.891409661083,169.981668765829,5,336.873078426912
2018-12-01,2018,"Q4","2018/19","Q2","December",46.409208924,6.903000772,9.24359538730256,135.287402789218,46.475205626233,1.682136929,38.910768393,17.1053002680833,0.371740066,0.625295177,0.756004389,0.516108706,1.052636349,28.1055276380755,5.183062335,6.433872896,0.401584644,,,0,0,0,175.731280846083,169.981668765829,6,345.712949611912
2019-01-01,2019,"Q1","2018/19","Q3","January",45.73166696,7.057115283,9.25469245713901,141.103789275484,45.531896057027,1.464328395,36.168664853,17.0958209340833,0.462205181,1.347567284,0.486428968,0.7749455,0.95159775,27.2842558395957,9.22177868383333,8.254613328,0.685294884,,,0,0,0,182.1657284905,169.125836694246,7,351.291565184746
2019-02-01,2019,"Q1","2018/19","Q3","February",47.451337516,6.325995683,9.60095663813901,139.257102006484,48.991046126027,1.883205238,34.597718043,16.9949151850833,0.282212844,0.665136908,0.633153145,0.439862703,1.045412634,27.4801725155957,9.39583177483333,7.341576015,0.485789591,,,0,0,0,182.1280431115,169.125836694246,8,351.253879805746
2019-03-01,2019,"Q1","2018/19","Q3","March",48.529410772,7.365961607,9.38946183613901,140.077871882484,48.471574743027,1.668976124,35.780151696,17.2524730290833,0.279115538,0.143105308,0.735781733,0.553376046,0.866886357,25.6762417775957,9.53208243783333,7.330132678,0.195455183,,,0,0,0,183.0766917785,169.125836694246,9,352.202528472746
2019-04-01,2019,"Q2","2018/19","Q4","April",57.736228709,7.033873445,9.34978766066723,133.663310960303,49.2182006776694,1.854259458,35.137974989,17.4980690940833,0.639849075,1.402192098,0.834440484,0.663297439,0.898168439,41.2284658277439,5.617240042,7.00761394,0.440076763,,,0,0,0,191.0338880225,181.372609060384,10,372.406497082884
2019-05-01,2019,"Q2","2018/19","Q4","May",54.000032643,6.876960213,9.07214717166723,134.120590154303,47.2288677436694,1.788596192,36.700674669,19.5651652210833,0.387890052,0.707664755,0.837764668,0.499433104,0.771025401,42.7042546797439,6.075856214,6.611987437,0.623700305,,,0,0,0,189.4704321925,181.372609060384,11,370.843041252884
2019-06-01,2019,"Q2","2018/19","Q4","June",40.661778329,7.642932035,9.47474710666723,138.841653368303,54.7146314936694,1.193860315,36.257008182,17.7854711270833,0.331519368,0.265343742,0.681294341,0.601219146,1.828215315,41.5616617787439,8.23734182,8.208274434,0.381941606,,,0,0,0,189.8111710365,181.372609060384,12,371.183780096884
2019-07-01,2019,"Q3","2019/20","Q1","July",59.121328048,6.634450196,9.947338456,142.699392732667,47.6673325903333,1.848469574,29.79108528,17.6604673755833,1.613622291,1.843101088,0.462283674,0.700299853,0.680713901,30.5979164703333,12.5906779506667,7.309191081,0.439261426,0.274867126,,0,0,0,194.99216334325,176.889635770333,0,371.881799113583
2019-08-01,2019,"Q3","2019/20","Q1","August",50.549966118,7.097248508,10.040336887,155.601402238667,49.8485201223333,3.843039042,46.270845259,22.6898741915833,8.247791655,2.03620361,0.820990509,0.533407283,1.049404591,30.1881452723333,12.7089049746667,7.369181712,0.55913649,0.346213584,,0,0,0,232.91097627725,176.889635770333,0,409.800612047583
2019-09-01,2019,"Q3","2019/20","Q1","September",46.482926032,6.732751709,10.344156975,146.218832210667,50.7672861493333,2.286865253,37.672359234,19.5714455585833,2.888569452,2.106544034,0.751018653,0.447816489,1.020351199,29.7649184583333,13.1752585336667,7.358298977,0.769499625,0.230444845,,0,0,0,201.69970761725,176.889635770333,0,378.589343387583
2019-10-01,2019,"Q4","2019/20","Q2","October",52.85280977,6.945749666,10.1910122143773,160.952468308512,50.1494979915,2.138950623,41.72213964,20.7671710255833,6.881733658,1.989173861,0.946146836,0.47454725,0.964808739,30.793463994,12.5501859226667,6.616422284,0.511795752,0.358219104,,0,0,0,217.02688649525,190.779410144389,0,407.806296639639
2019-11-01,2019,"Q4","2019/20","Q2","November",50.193806438,7.163222244,10.6477964623773,164.127615947512,50.5067462805,4.011493951,35.103377668,20.2147740945833,3.42043728,1.982879375,0.469973584,0.733768691,0.968210767,30.13902817,12.6075178636667,7.390063021,0.775361762,0.317831937,,0,0,0,209.99449539225,190.779410144389,0,400.773905536639
2019-12-01,2019,"Q4","2019/20","Q2","December",49.849129092,7.364412709,10.4500520103773,165.703350533512,51.6613473785,2.067419222,40.395346525,21.8582385695833,2.863214927,2.122695398,0.585533263,0.561231176,1.258146174,30.17939303,13.5997565846667,7.406521856,0.553275272,0.386394255,,0,0,0,218.08604783125,190.779410144389,0,408.865457975639
2020-01-01,2020,"Q1","2019/20","Q3","January",52.699828205,7.305800976,9.92878206133333,160.99092999,50.3117150123333,2.222447707,44.71371291,19.2038678155833,2.936051576,2.016313851,1.203871476,0.618365725,0.821037144,29.5455972406667,13.0378925193333,5.935301351,0.564132184,0.254391393,,0,0,0,220.538393567917,183.771645569333,0,404.31003913725
2020-02-01,2020,"Q1","2019/20","Q3","February",51.274284436,6.90370245,10.2116020953333,160.68723457,51.0232796133333,2.98709158,38.834640335,21.8982933055833,7.418132768,2.085362398,0.539078876,0.690332888,1.17175225,30.3834168856667,13.2283653963333,7.314092743,0.495329082,0.348341102,,0,0,0,223.722687204917,183.771645569333,0,407.49433277425
2020-03-01,2020,"Q1","2019/20","Q3","March",50.545376917,7.034442276,10.5082823973333,155.232368413,50.7781848523333,3.167949659,38.212365212,20.5278526495833,2.879237027,2.0193568,0.824736162,0.412377164,0.82186605,30.0203516156667,12.8997951803333,6.69849753,0.828270618,0.264334674,,0,0,0,209.903999627917,183.771645569333,0,393.67564519725
2020-04-01,2020,"Q2","2019/20","Q4","April",55.6355033,7.150780252,11.1958630021767,160.576925355516,51.5264482049203,2.989846308,34.486763617,20.6053978045833,7.58292579,2.158668354,0.697402782,0.497553097,1.089649498,31.0711641608432,13.2936828443333,5.86374887,0.516371003,0.319836889,,0,0,0,224.843214996917,182.415316135456,0,407.258531132373
2020-05-01,2020,"Q2","2019/20","Q4","May",55.566193422,6.880363692,11.2988080951767,155.568172204516,53.4876031529203,3.398039753,38.328335675,20.6810552885833,3.12921538,2.270320674,0.641541096,0.524380001,0.960778643,35.5001224218432,13.4269416743333,6.774199704,0.651533655,0.331235215,,0,0,0,227.003523611917,182.415316135456,0,409.418839747373
2020-06-01,2020,"Q2","2019/20","Q4","June",66.408253532,8.544049322,11.6833295411767,168.156620924516,58.1110688629203,3.646262895,54.434157807,21.2237031735833,2.992185697,2.321267663,0.839074965,0.815808588,1.25760189,34.4973947188432,14.3106003993333,10.603756742,0.740629257,0.460619333,,0,0,0,278.631069175917,182.415316135456,0,461.046385311373
2020-07-01,2020,"Q3","2020/21","Q1","July",56.002763831,6.234795016,11.181577303,156.937571134333,50.2911800376667,2.682134676,35.292939781,18.9232947155833,2.052352838,2.034033057,0.467000037,0.454542012,0.7879044,29.0929828986667,12.5550766986667,7.351599956,0.45033786,0.262403598,0.663256372,0,0,0,207.36976859325,186.347977628667,,393.717746221917
2020-08-01,2020,"Q3","2020/21","Q1","August",56.510901659,7.355609057,12.1663604,168.046498905333,51.5558932746667,2.596181238,47.510270203,22.0871842385833,3.947015061,1.909995846,0.957356077,0.433332862,0.932633328,29.4291306376667,13.7720974766667,10.2103761,0.666305184,0.302302081,0.87088202,0,0,0,244.91234802025,186.347977628667,,431.260325648917
2020-09-01,2020,"Q3","2020/21","Q1","September",48.118127116,6.563473534,11.206367275,163.010107952333,52.1519566576667,3.266234425,38.357404815,20.7514380205833,3.700993593,2.072136616,0.636511919,0.675745859,0.979033912,33.7085498736667,13.2086346096667,5.076500027,0.724136257,0.374217445,0.798957599,0,0,0,219.03254987725,186.347977628667,,405.380527505917
2020-10-01,2020,"Q4","2020/21","Q2","October",66.763636774,7.127404671,11.6457223283333,186.418326319333,55.8922863413333,2.583335275,47.801478648,20.5223016025833,2.470942116,2.053551012,0.616481728,0.307618451,1.255719292,33.621440193,13.0948642586667,7.39505316,0.529864023,0.322630048,0.679988623,0,0,0,247.04055479525,214.062090069,,461.10264486425
2020-11-01,2020,"Q4","2020/21","Q2","November",56.58280066,6.986576833,11.5610812143333,182.030575414333,55.9985471473333,3.836441647,43.016206041,20.5174862985833,2.364072688,2.038429617,0.725701374,0.694203632,0.798032546,33.524862784,13.4586333576667,7.400723926,0.721047812,0.298630149,1.092807559,0,0,0,229.58477063125,214.062090069,,443.64686070025
2020-12-01,2020,"Q4","2020/21","Q2","December",37.735561781,6.961684635,11.8582134953333,187.456243005333,57.7912289723333,3.834407482,44.561647431,21.2875497795833,3.365485261,1.967657794,0.635788933,0.594240506,1.220368382,31.039905253,13.3603603326667,7.432975803,1.093405906,0.333186735,1.055546676,0,0,0,219.52336809425,214.062090069,,433.58545816325
2021-01-01,2021,"Q1","2020/21","Q3","January",76.026391843,7.081660547,11.4938780936074,161.675924072188,49.5919040436638,2.879261092,60.397267711,19.5107568775833,2.099619149,2.077251769,0.69252895,0.43539139,1.000022236,29.9416553190483,13.8499151871667,7.446280922,0.663596267,0.310269839,0.677645921,0,0,0,266.80465607875,181.046565150507,,447.851221229257
2021-02-01,2021,"Q1","2020/21","Q3","February",57.529177109,6.91839042,11.8511877136074,154.473019181188,52.3385116916638,2.795952872,41.905265429,22.3947476395833,3.822707839,2.053954184,0.565390264,0.664694915,0.878173708,31.9804721950483,13.9277287211667,7.453789691,0.644703253,0.320057228,0.890055221,0,0,0,232.36141412475,181.046565150507,,413.407979275257
2021-03-01,2021,"Q1","2020/21","Q3","March",51.994476005,6.944657018,12.2074570686074,164.254172870188,52.1682332036638,3.435246247,62.334416881,20.9704065545833,4.047979866,2.192694052,1.051557919,0.465364582,1.203659836,30.3506238750483,14.0995241231667,8.524183818,0.645964072,0.312351634,0.829701483,0,0,0,256.98610595775,181.046565150507,,438.032671108257
2021-04-01,2021,"Q2","2020/21","Q4","April",64.728463448,6.99907893,12.1562035072645,163.99354878498,51.2616263303973,3.422234817,39.168661841,20.7225739595833,3.276684399,2.167992313,0.757186387,0.468559748,0.830563535,30.2288762823052,13.8376706321667,7.443295512,0.65718429,0.315473329,1.140489976,0,0,0,240.69637647175,182.879991549947,,423.576368021697
2021-05-01,2021,"Q2","2020/21","Q4","May",59.490477999,6.680229543,12.6690466182645,161.01981619698,52.7467898313973,3.046214535,65.234236237,20.3172295235833,3.223759955,2.0828967,0.543522362,0.499831625,0.983552591,29.1489068363052,13.6514780271667,5.317782765,0.626929998,0.329299915,0.628964685,0,0,0,255.36097439375,182.879991549947,,438.240965943697
2021-06-01,2021,"Q2","2020/21","Q4","June",38.067946491,9.721648513,13.5100142242645,182.79671693498,58.8549533933973,4.058909246,50.68195712,22.1539908615833,3.772193909,2.262360128,1.132414912,0.653241724,1.596521041,35.5903163163052,17.4983620331667,5.769860161,1.082935676,0.355662377,1.115023615,0,0,0,267.79503712675,182.879991549947,,450.675028676697
2021-07-01,2021,"Q3","2021/22","Q1","July",73.82337959,6.780272963,11.9244409780717,174.026518892637,55.9515564133261,2.118504877,42.901621353,24.8584934983333,2.476660284,2.064677,0.494433508,0.583009027,0.792964805,32.4471721584121,13.8601779903333,8.440079959,0.495451322,0.273723266,0.679438591,0,0,0,252.406360674667,202.564577267447,,454.970937942114
2021-08-01,2021,"Q3","2021/22","Q1","August",61.227615932,6.854713262,11.9056377300717,175.238799058637,58.9405163343261,4.185428399,42.467488466,27.0855326273333,2.574274999,2.024177881,0.906767646,0.43940542,1.047495134,32.9731890774121,13.7743799873333,8.098348374,0.483268304,0.352012148,0.636029597,0,0,0,248.650503109667,202.564577267447,,451.215080377114
2021-09-01,2021,"Q3","2021/22","Q1","September",60.474135655,6.921707501,12.0561063620717,174.926127533637,58.5078934423261,2.558914358,44.58449532,25.3836432293333,2.421860314,2.079932916,0.572559789,0.556850359,1.005434686,33.9817303784121,14.5126004953333,10.478784664,0.446119467,0.299574911,0.804581126,0,0,0,250.008475239667,202.564577267447,,452.573052507114
2021-10-01,2021,"Q4","2021/22","Q2","October",65.759851652,6.67910142,12.4947162906,181.795330153,79.816040315,2.349603597,52.721307488,26.6370783473333,5.470881605,2.066416023,0.908917457,0.460191638,0.517096517,41.7288777368667,14.7558161433333,8.658017863,0.48598156,0.328027407,1.168125633,0,0,0,269.788354235667,235.013024610467,,504.801378846133
2021-11-01,2021,"Q4","2021/22","Q2","November",65.45009973,7.235715256,12.7078718996,185.582947072,78.769595667,3.215514781,47.917632695,27.0493415233333,4.324773939,1.996493013,0.714174114,0.614558325,1.770605819,42.8669755908667,15.1600995413333,8.713140107,0.495282793,0.313421315,1.065526681,0,0,0,270.950745251667,235.013024610467,,505.963769862133
2021-12-01,2021,"Q4","2021/22","Q2","December",66.14634848,6.771832306,12.3549230766,178.211706195,79.837441816,3.917421104,50.755237473,27.7181949273333,3.519996257,1.680616882,0.598445989,0.559252635,1.01852668,41.9157011108667,14.5746387093333,8.28035703,0.52316927,0.306507175,0.825986606,0,0,0,264.503279111667,235.013024610467,,499.516303722133
2022-01-01,2022,"Q1","2021/22","Q3","January",67.136091191,6.713115454,12.3500982093667,182.18057894,68.1310219863333,2.754723436,48.136476822,25.5428903883333,3.786538174,2.457851436,1.038638019,0.449323601,0.89992848,42.6639900871,13.9791251275,9.741263272,0.694460032,0.322085757,0.189995461,0,0,0,264.977846635833,224.1903492378,,489.168195873633
2022-02-01,2022,"Q1","2021/22","Q3","February",66.702550885,7.30575634,12.9792860333667,183.466662491,66.3060824303333,3.504034402,43.452838584,27.2570727873333,3.848141717,2.058700717,0.704806861,0.658611232,1.07431671,39.6110029641,15.0858479815,8.906594123,0.453076045,0.313951818,1.158636954,0,0,0,260.657621837833,224.1903492378,,484.847971075633
2022-03-01,2022,"Q1","2021/22","Q3","March",48.484313765,8.274876353,12.3306904603667,184.336151479,69.5326152683333,2.913850346,57.753606522,27.0556449533333,4.892816143,2.128267576,0.809814647,0.476612491,1.063606435,45.3196777441,15.1590412115,7.088097484,0.443529332,0.307047503,0.839837722,0,0,0,265.019748197833,224.1903492378,,489.210097435633
2022-04-01,2022,"Q2","2021/22","Q4","April",88.835407542,5.851208614,5.454575244,42.000033411,16.754687565,2.744122399,50.563334521,27.8852150223333,3.050866029,2.206909822,0.837125168,0.550826644,1.058145237,10.678246733,14.6223148845,8.908561085,0.518568911,0.308936644,0.85738443,0,0,0,283.686469905833,142.516208400467,,426.2026783063
2022-05-01,2022,"Q2","2021/22","Q4","May",70.930443488,7.377621057,6.257052823,59.654778428,17.370095148,4.784580906,55.446001822,25.7633091103333,3.001373226,1.985807896,0.610045106,0.624208873,1.426543464,7.623586454,14.5541149125,8.914217594,0.629619656,0.325683168,1.007278011,0,0,0,288.286361142833,142.516208400467,,430.8025695433
2022-06-01,2022,"Q2","2021/22","Q4","June",23.790875348,8.133302749,5.840147923,65.020450524,28.646132398,3.048777096,58.383668954,35.3744847593333,6.301787678,2.096734327,1.121501202,0.469440849,1.322648867,25.328694435,17.2273063785,12.029734862,0.657518549,0.378260039,0.93668054,0,0,0,296.108147477833,142.516208400467,,438.6243558783
