"Date","Year","Quarter","FY","QFY","Month","FDSB_SA_XDC","FIDR_PA","FID_PA","FITB_PA","FILR_PA","FISR_PA","27A__XDC","26D__XDC","22A__XDC","20N__XDC","20C__XDC","22G__XDC","22D__XDC","22C__XDC","22B__XDC","26G__XDC","24__XDC","26B__XDC","21__XDC","26C__XDC","26J__XDC","27R__XDC","20__XDC","25__XDC","FMA_XDC","FMBCC_XDC","FMBDN_XDC","FMB_XDC","FMBSC_XDC","FASAD_XDC","FASAOF_XDC","FASAOP_XDC","FASAON_XDC","FASAOS_XDC","FASAO_XDC","FASDSD_XDC","FASDSB_XDC","FASDS_XDC","FASDSO_XDC","FASDSS_XDC","FASFD_XDC","FASL_XDC","FASMBC_XDC","FASMB_XDC","FASMBLD_XDC","FASMBLO_XDC","FASAG_XDC","FASG_XDC","FASLG_XDC","FASAF_XDC","FASAFOIL_USD","FASF_XDC","FASLF_XDC","FASLFOIL_USD","FASO_XDC","FASLD_XDC","FASE_XDC","FAA_XDC","26AA_XDC","FDSB_XDC","FDSBC_XDC","FDSBO_XDC","FDSBS_XDC","FDSBT_XDC","FDSDX_XDC","FDSAD_XDC","FDSAO_XDC","FDSAOF_XDC","FDSAOP_XDC","FDSAON_XDC","FDSAOG_XDC","FDSDG_XDC","FDSADG_XDC","FDSLDG_XDC","FDSFD_XDC","FDSI_XDC","FDSL_XDC","FDSF_XDC","FDSAF_XDC","FDSLF_XDC","FDSO_XDC","FDSSX_XDC","FDSE_XDC","FFCC_XDC","FFCD_XDC","FFCAD_XDC","FFCAO_XDC","FFCAOP_XDC","FFCAON_XDC","FFCAOG_XDC","FFCDG_XDC","FFCADG_XDC","FFCLDG_XDC","FFCFD_XDC","FFCI_XDC","FFCL_XDC","FFCF_XDC","FFCAF_XDC","FFCLF_XDC","FFCO_XDC","FFCS_XDC","FFCE_XDC","17A__XDC","16D__XDC","12A__XDC","12E__XDC","12G__XDC","12D__XDC","12C__XDC","12B__XDC","11__XDC","16C__XDC","16J__XDC","17RV_XDC","17R__XDC","14N__XDC","14__XDC","14A__XDC","16B__XDC","16AC_XDC","15__XDC","37A__XDC","32AN_XDC","32G__XDC","32C__XDC","32D__XDC","32B__XDC","32__XDC","31N__XDC","36J__XDC","34__XDC","34__SA_XDC","35L__XDC","37R__XDC","35__XDC","35L__PC_CP_A_PT","36B__XDC","36AA_XDC","36AC_XDC","FOSAAC_XDC","FOSAA_XDC","FOSAAO_XDC","FOSAAR_XDC","FOSAOF_XDC","FOSAOP_XDC","FOSAON_XDC","FOSAOG_XDC","FOSAO_XDC","FOSDX_XDC","FOSFD_XDC","FOSI_XDC","FOSLA_XDC","FOSL_XDC","FOSAG_XDC","FOSG_XDC","FOSLG_XDC","FOSAF_XDC","FOSF_XDC","FOSLF_XDC","FOSD_XDC","FOSO_XDC","FOSSX_XDC","FOSS_XDC","FOSE_XDC","FOST_XDC","FODA_XDC","FFSAD_XDC","FFSAP_XDC","FFSAON_XDC","FFSAOG_XDC","FFSAO_XDC","FFSD_XDC","FFSFD_XDC","FFSI_XDC","FFSL_XDC","FFSAG_XDC","FFSG_XDC","FFSLG_XDC","FFSAF_XDC","FFSF_XDC","FFSLF_XDC","FFSO_XDC","FFSS_XDC","FFSE_XDC","FOFA_XDC"
2015-04-01,2015,"Q2","2014/15","Q4","April",15649704.0074139,11.5092484276813,16,14.1960625555825,22.1,3.27785231809512,,,,,,,,,,,,,,,,,,,4808836.5,0,0,15269051.4963607,0,436633.270318,8689.882229,46613.528647,0,0,55303.410876,121.088422,0,121.088422,0,0,0,0,3063428.251113,4808836.53824,1745408.287127,0,1964681.997084,-2663310.366932,4627992.364016,10063261.8164958,493.262761897653,8990979.0912809,1072282.72521485,114.688062747408,-448024.399603098,40466.44677,2418205.731714,13326062.886709,,15269051.4963607,2590568.11664627,6329877.51086064,0,6348605.86885382,88962.7265851774,12103845.2506824,10790353.6740101,48861.4169061055,10692073.6396864,48171.1528215708,1247.464596,1313491.57667239,6345143.9602347,5031652.38356231,368.199763,0,189401.26999995,8629257.54813815,12114582.4186173,3485324.87047915,-994980.413522667,71935.98172351,6108363.53461022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96401877305448,,,,472860.134466731,2334239.12300206,125.930425,1861253.05811033,40171.5346771055,10645460.1110394,48171.1528215708,1247.464596,10735050.2631341,88841.6381631774,368.199763,0,439939.918932656,189401.26999995,4380461.9631507,3976801.94360439,403660.01954631,2051320.60212155,-361721.543142749,2413042.1452643,6329877.51086064,-474758.407895896,71935.98172351,0,3690157.80289622,6348605.86885382,22527258.9009312,,,,,,,,,,,,,,,,,,,
2015-05-01,2015,"Q2","2014/15","Q4","May",16020578.3211891,11.9183778148557,16,13.9475776191611,22.7391753057081,3.13261020781333,,,,,,,,,,,,,,,,,,,4808289.2,0,0,15864142.3017316,0,48424.667364,8840.941238,46707.67685,0,0,55548.618088,134.122113,0,134.122113,0,0,0,0,3051443.653717,4808289.227233,1756845.573516,0,1964242.547284,-2044827.846136,4009070.39342,10448861.4239272,460.679576865602,9519952.5232413,928908.900685938,62.6576661692243,-353185.518161704,215666.180436,2908193.950937,13334193.519646,,15864142.3017316,2621230.02448139,6213908.50745499,0,7029003.76979521,88897.1884335906,12837512.1966012,10976504.9977436,47164.8839151055,10889562.6462577,38509.6741770791,1267.79339371,1861007.19885763,6246666.94186979,4385659.74301216,1652.268942,0,169641.253604969,9204122.29389041,12540452.0345452,3336329.74065474,-810269.827893738,71404.71319451,6656166.60573206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1809521529297,,,,430213.629235611,2440636.4489608,175377.02294783,1835045.79677735,38323.9426771055,10842854.9694077,38509.6741770791,1267.79339371,10920956.3796556,88763.0663205906,1652.268942,0,51308.502332,169641.253604969,4282424.39458579,3905835.04499363,376589.349592156,2091590.61061792,-315830.229350883,2407420.8399688,6213908.50745499,-422057.078926849,71404.71319451,0,3747972.65479506,7029003.76979521,22999574.5655929,,,,,,,,,,,,,,,,,,,
2015-06-01,2015,"Q2","2014/15","Q4","June",16400698.9849622,10.3857843699818,17,13.8487250122064,22.34,3.26165743771049,,,,,,,,,,,,,,,,,,,5053164.4,0,0,16520514.0221471,0,68503.311241,8756.196549,39064.501354,0,0,47820.697903,177.444556,0,177.444556,0,0,0,0,3231556.601913,5053164.399425,1821607.797512,0,1202214.46136,-1995453.280217,3197667.741577,11448659.9745395,571.976195713393,10087969.0752194,1360690.89932008,167.875027452245,-470264.177418593,229286.692522,3396475.445062,13620057.57389,,16520514.0221471,2748289.56174273,6484488.06669256,0,7287736.39371182,83376.2599539936,13267162.5578874,11436577.3277811,46521.2206789887,11351153.6077588,37692.7304913376,1209.768852,1830585.2301063,5520882.3903752,3690297.1602689,1075.270215,0,162533.513717944,9640261.27753668,13644281.5487372,4004020.27120051,-991296.757068106,67952.54806851,7063268.97807286,2720778.21961004,13093185.5575833,16744716.7886878,12041096.4115804,11873342.8113571,166543.831371338,1209.768852,4703620.37710737,8403577.6566182,3699957.27951083,1075.270215,5166761.914691,112562.443766611,10889429.5630329,15063779.3134094,4174349.75037647,-1248204.42297251,27596.38406851,7760390.98444144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8899285803112,,,,483267.040170275,2547045.12704677,187546.25005486,1876231.83682163,37765.0241299887,11312089.1064048,37692.7304913376,1209.768852,11388756.6298781,83198.8153979936,1075.270215,0,49170.930881,162533.513717944,4318667.9290152,3826038.5103233,492629.418691898,2195621.57419772,-447707.797682712,2643329.37188043,6484488.06669256,-488816.602447022,67952.54806851,0,3666793.53301086,7287736.39371182,23868115.029962,585991.657153785,522189.203598313,128851.10088,0,651040.304478313,0,0,5166761.914691,79519.56473846,2882695.266243,2873035.14700107,9660.11924193,1419497.76467222,1249168.28549626,170329.479175959,-584168.091669133,0,697122.006368579,6301787.42328219
2015-07-01,2015,"Q3","2015/16","Q1","July",17008698.8222962,11.27,18.5,14.6,21.76,3.64,,,,,,,,,,,,,,,,,,,5513830.24928,0,0,16839596.039372,0,543066.198278,10055.234085,39615.024324,0,0,49670.258409,217.102582,0,217.102582,0,0,0,0,3283996.380698,5513830.24928,2229833.868582,0,1621842.754364,-1797089.719323,3418932.473687,11395437.2383438,563.012439222555,9991302.83874963,1404134.39959422,167.944266644969,-475241.451615376,42859.832985,3705283.842976,14475114.678159,,16839596.039372,2813833.84928362,6609026.65269247,0,7416735.53739587,83646.0287575078,13675674.3820097,11804434.6913895,51963.9132149887,11711080.037894,37521.887658566,3868.852622,1871239.69062019,5595612.99804622,3724373.30742604,1874.639147,0,164087.61643643,9923597.97193736,13948137.1443724,4024539.17243504,-998928.852947713,67388.61180451,7441606.54827134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1305702537237,,,,470162.531414385,2756616.71647842,119.33819,2286334.84687404,41908.6791299887,11671465.01357,37521.887658566,3868.852622,11754764.4329805,83428.9261755078,1874.639147,0,547823.999402601,164087.61643643,3973770.24368222,3668329.40994318,305440.833739035,2552699.90602856,-67704.8668122642,2620404.77284082,6609026.65269247,-514684.718959898,67388.61180451,0,3736322.70529534,7416735.53739587,24203283.074536,,,,,,,,,,,,,,,,,,,
2015-08-01,2015,"Q3","2015/16","Q1","August",17072197.8389928,13.06,21,16.1826475565765,23.5,3.2,,,,,,,,,,,,,,,,,,,5413256.901014,0,0,17263571.5079298,0,63328.814417,10750.082276,40236.670775,0,0,50986.753051,147.632551,0,147.632551,0,0,0,0,3436674.388242,5413256.901014,1976582.512772,0,1704339.292426,-1923599.364691,3627938.657117,12566431.0815702,637.26096363988,11042986.4130889,1523444.66848132,173.202077332652,-483894.811048108,74417.106288,4229775.787155,15275016.210697,,17263571.5079298,2929679.39630971,6810273.82545421,0,7523618.2861659,83389.2315808669,13749446.1835821,12075779.3986892,56039.3214059887,11973467.3985425,39111.1537897659,7161.524951,1673666.78489286,5658783.87230129,3985117.08740843,1347.649469,0,170150.168249211,10748576.008098,14963985.2320422,4215409.22394425,-1095420.03814967,68438.08723251,8006545.57186985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.404661993105,,,,506994.991932295,2570792.83197217,33211.392656,2030586.44738387,45289.2391299887,11933230.7277675,39111.1537897659,7161.524951,12024792.6456382,83241.5990298669,1347.649469,0,67766.972438,170150.168249211,3954444.57987529,3597266.14958386,357178.430291425,2397554.15047199,-294410.404990942,2691964.55546293,6810273.82545421,-603165.164142695,68438.08723251,0,3776769.78471485,7523618.2861659,24281965.6626719,,,,,,,,,,,,,,,,,,,
2015-09-01,2015,"Q3","2015/16","Q1","September",17369304.7754737,14.5281261409222,21,18.5780408010397,23.25,3.49289105498892,,,,,,,,,,,,,,,,,,,5663111.78685,0,0,17422970.434791,0,44111.358639,10827.118816,40841.771218,0,0,51668.890034,181.117192,0,181.117192,0,0,0,0,3464888.89502,5663111.78685,2198222.89183,0,1550672.485384,-1693431.460425,3244103.945809,11899673.3357004,507.026116894594,10959356.6725394,940316.663161003,11.2547684909005,-543541.861342598,42676.467991,4199277.950097,14473161.091289,,17422970.434791,2908410.65575654,7030103.64265983,0,7484456.13637465,90420.3722485303,14067538.5655821,12202170.7958102,58854.5786237581,12102117.726523,39382.8638731941,1815.6267903,1865367.76977188,5493829.57590993,3628461.80613804,739.005812,0,185407.482820734,10690589.3830279,14389103.6152715,3698514.23224357,-1034552.58649188,69038.83103451,8024102.39127968,2881365.29469566,13711245.7613435,17764631.2549508,12873466.8805035,12668658.87331,202992.380403194,1815.6267903,4891164.37444724,8531120.29654422,3639955.92209697,739.005812,5419338.61324,113328.806905117,12045286.1784287,15894166.514493,3848880.33606428,-1144873.27577841,27386.22803451,8801384.98200778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.078384488493,,,,556478.239263459,2837812.39401156,1122.78819,2280211.3665581,48027.4598077581,12061275.955305,39382.8638731941,1815.6267903,12150501.9057762,90239.2550565303,739.005812,0,60313.668126,185407.482820734,3943157.09052593,3558799.23019688,384357.860329043,2489430.2795711,-268767.289511472,2758197.56908257,7030103.64265983,-466778.239709177,69038.83103451,0,3824824.44118268,7484456.13637465,24656102.3664511,686775.235736693,566541.146787063,163609.51653,0,730150.663317063,0,0,5419338.61324,97504.29916146,3037290.72063429,3025796.60467536,11494.11595893,1505062.89922145,1354696.79540074,150366.103820711,-496706.204003504,0,777282.590728099,6652035.94826914
2015-10-01,2015,"Q4","2015/16","Q2","October",17279665.3710948,14.7578954774028,22,21.1750541719682,23.9,3.56911124518022,,,,,,,,,,,,,,,,,,,5453253.630196,0,0,17185996.0980774,0,44685.441493,10806.244,42521.373941,0,0,53327.617941,197.596343,0,197.596343,0,0,0,0,3421723.692254,5453253.630196,2031529.937942,0,1917762.687973,-1615119.145378,3532881.833351,11448504.0215088,475.254480184336,10533453.7664943,915050.255014549,15.0000572225078,-549329.879562714,219186.844935,3893039.488639,14559362.624055,,17185996.0980774,2931073.97912712,6978354.69257251,0,7276567.42637778,90632.1515908895,13987496.944795,12019223.1360228,50908.0101818981,11930598.8230643,35864.8633865941,1851.43939,1968273.80877218,5894832.15441912,3926558.34564694,472.34678,0,191869.824933443,10349119.1917304,13832226.4597681,3483107.26803765,-963748.175386322,65935.07246251,7765458.82183371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7970611463806,,,,490649.713126879,2732901.98131676,155675.722848038,2086576.54534184,40101.7661818981,11888077.4491233,35864.8633865941,1851.43939,11965895.5180818,90434.5552478895,472.34678,0,73919.776861,191869.824933443,3977069.46644612,3583392.95415018,393676.512295938,2383722.43825922,-184334.574763876,2568057.0130231,6978354.69257251,-452117.145878731,65935.07246251,0,3872419.33319471,7276567.42637778,24295474.5484611,,,,,,,,,,,,,,,,,,,
2015-11-01,2015,"Q4","2015/16","Q2","November",16676706.375433,16.85,22,20.64,24.45,3.52,,,,,,,,,,,,,,,,,,,5448736.463568,0,0,16936293.2742496,0,46027.366941,11132.649448,43593.500067,0,0,54726.149515,120.890097,0,120.890097,0,0,0,0,3493941.805936,5448736.463568,1954794.657632,0,2091091.340866,-1452943.799295,3544035.140161,10797467.6139762,486.360058034273,9960741.33143065,836726.282545582,11.497540874023,-567575.997690352,471602.991456,3255666.701161,14108417.765392,,16936293.2742496,2998413.77875908,6849734.87344436,0,7088144.62204618,90996.6848430326,13829239.0058614,11808391.5808508,50809.4838237581,11722212.9076774,33500.2343167052,1868.955033,2020847.42501057,5979730.02763394,3958882.60262338,2321.283455,0,176330.327102464,9684935.67072618,13020762.7916337,3335827.12090753,-979655.144350591,64918.63310051,7222969.65094109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.687161426091,,,,495528.027176919,2947228.15741729,408784.74511389,2042915.38512648,39676.8343757581,11678619.4076104,33500.2343167052,1868.955033,11753665.4313358,90875.7947460326,2321.283455,0,75590.633733,176330.327102464,3888638.68676794,3473791.22430557,414847.462462376,2223295.17765748,-275805.660704473,2499100.83836195,6849734.87344436,-416339.932299869,64918.63310051,0,3967302.94978009,7088144.62204618,23921764.8639652,,,,,,,,,,,,,,,,,,,
2015-12-01,2015,"Q4","2015/16","Q2","December",16943260.5554182,16.9758805964262,22,19.7220478483935,24.59,3.52455103227723,,,,,,,,,,,,,,,,,,,5707178.390588,0,0,17257661.0416658,0,65384.200025,11487.953696,44260.964131,0,0,55748.917827,98.803381,0,98.803381,0,0,0,0,3716496.72799,5707178.390588,1990681.662598,0,1264960.648984,-1652449.91502,2917410.564004,11294852.3007624,501.575611467248,10229989.2763753,1064863.02438718,75.235135112718,-601705.26718275,42784.629702,3550315.922719,13649832.905049,,17257661.0416658,3157235.83483135,7075988.83211312,0,7024436.37472137,85585.8228691468,13756224.2214957,11864891.7105202,50798.0038607876,11781138.0746083,31147.5526090882,1808.079442,1891332.51097552,5369023.45973375,3477690.94875823,858.995076,0,160685.93463538,10255504.1829821,13690988.2782635,3435484.09528145,-1080652.64702294,57765.91745651,7529823.34088078,3125492.57469018,13314953.0538582,18457138.500097,12808557.0321382,12609584.6558471,197164.296849088,1808.079442,5648581.46795881,9138621.75668904,3490040.28873023,858.995076,6574939.682563,126058.723228147,11556858.0298572,15147647.5661899,3590789.53633262,-1371650.17248297,17409.75345651,8225933.92065046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6641528107615,,,,559260.893158648,2581231.80456979,1128.136089,2020842.77532214,39310.0501647876,11736877.1104773,31147.5526090882,1808.079442,11809142.7926932,85487.0194881468,858.995076,0,71860.196504,160685.93463538,4104062.81074975,3543782.42599552,560280.38475423,2396135.97750108,25514.906606812,2370621.07089427,7075988.83211312,-496918.757208053,57765.91745651,0,3979507.41816178,7024436.37472137,24243415.0170748,769064.038798948,828446.581238748,166016.74424,0,994463.325478748,0,0,6574939.682563,90457.32583646,3769598.29695529,3757248.95698329,12349.339972,1456659.28792634,1301353.84687517,155305.441051174,-539377.420030627,0,696110.579769687,7758567.35277438
2016-01-01,2016,"Q1","2015/16","Q3","January",17253673.582284,17.2813852165318,22,20.4996561346066,24.29,3.16440055859663,,,,,,,,,,,,,,,,,,,5661859.905604,0,0,17265843.6434396,0,359427.933225,11457.088791,44640.247191,0,0,56097.335982,148.803381,0,148.803381,0,0,0,0,3541836.404279,5661859.905604,2120023.501325,0,1390535.430187,-1933157.919037,3323693.349224,11153067.417251,421.903514263238,10250452.4079302,902615.009320705,20.4965689911052,-599710.384811753,41907.520404,3628613.913523,13933682.94183,,17265843.6434396,3066569.84206248,6984366.85165899,0,7214906.94971811,85963.4701901845,13848378.7907742,11955201.8168161,54184.5619557876,11871573.8076195,27876.7968117783,1566.650429,1893176.97395805,5641266.73207117,3748089.75811313,2473.668026,0,164414.542846922,10322777.7089773,13630678.1744758,3307900.46549842,-1065930.34831332,56965.65829751,7661425.86081915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8671622573862,,,,475266.562216518,2656855.55098087,1133.530209,2180455.45855535,42727.4731647876,11826933.5604285,27876.7968117783,1566.650429,11899104.4808341,85814.6668091845,2473.668026,0,366301.566632556,164414.542846922,4250731.30188417,3826334.89299505,424396.408889126,2477610.7572248,72325.3010470859,2405285.45617771,6984366.85165899,-453435.629873778,56965.65829751,0,4032811.94729615,7214906.94971811,24679777.2805686,,,,,,,,,,,,,,,,,,,
2016-02-01,2016,"Q1","2015/16","Q3","February",17268897.3354593,16.1493007851883,22,21.1083312077784,25.22,3.18813295506959,,,,,,,,,,,,,,,,,,,5604417.98318,0,0,17287029.7307627,0,45059.014156,11808.157278,44829.266226,0,0,56637.423504,670.016173,0,670.016173,0,0,0,0,3593985.519416,5604417.98318,2010432.463764,0,1869840.398596,-1482202.456398,3352042.854994,11042210.4790539,472.907358324328,9913824.4906439,1128385.98840999,97.9267436656438,-629777.444010095,280905.380415,3277102.536148,14013513.410721,,17287029.7307627,3034699.96738745,6779630.2639193,0,7472699.49945599,86793.5511812569,14044315.4809293,11728425.7736699,51292.3610177876,11647202.6523816,28406.2508195765,1524.50945089,2315889.70725939,6110602.0026044,3794712.29534501,2380.622406,0,164109.442520931,9868381.52694392,13367833.3297031,3499451.80275917,-1048468.02708485,57499.61521751,7363352.07585198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8681653010427,,,,559285.552028548,2943245.78134643,214031.15847393,2169929.07084395,39484.2037397876,11602373.3861556,28406.2508195765,1524.50945089,11671788.3501659,86123.5350082569,2380.622406,0,61317.654952,164109.442520931,4240761.6040084,3798092.16365739,442669.440351011,2325622.85064919,-45442.9636999849,2371065.81434917,6779630.2639193,-342326.838731874,57499.61521751,0,4086249.53970398,7472699.49945599,24481403.9909848,,,,,,,,,,,,,,,,,,,
2016-03-01,2016,"Q1","2015/16","Q3","March",17222407.9361784,13.7351725742514,,16.6119745200061,24.37,3.19859767492669,,,,,,,,,,,,,,,,,,,5321851.121105,0,0,17087424.4329995,0,40919.266784,11784.800639,45332.594427,0,0,57117.395066,15.29739,0,15.29739,0,0,0,0,3410397.872437,5321851.121105,1911453.248668,0,1163187.019615,-1753214.615638,2916401.635253,11077105.0680893,388.304402733477,10218303.7977218,858801.270367436,10.6915410103463,-571405.782627158,248206.76533,3564458.442736,13332853.577415,,17087424.4329995,2883097.71135139,6917736.70648203,0,7286590.01516603,89578.5122052077,14049101.6175011,11727832.9320694,52264.3203522644,11645872.3952569,28137.0293901765,1559.18707,2321268.6854317,5739035.1632528,3417766.4778211,2991.6871547,0,165851.044892206,10266920.5152522,13409429.2330028,3142508.71775067,-824002.210734676,58070.39658051,7736108.27183791,2854589.45321956,13527284.0823409,18890870.8112637,12740040.8492767,12492268.0228635,246213.639343177,1559.18707,6150829.96198705,9581348.91797509,3430518.95598803,2991.6871547,6823729.123189,133528.204341549,11687347.2855567,14980016.024418,3292668.73886125,-1199838.09683494,16417.79358051,8419515.85201227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9746172691286,,,,527300.161085609,2724272.15071171,193625.883780548,2003346.10584555,40479.5197132644,11600539.8008299,28137.0293901765,1559.18707,11670715.5370034,89563.2148152077,2991.6871547,0,47048.211212,165851.044892206,4575848.1436378,4074483.3010697,501364.842568101,2332324.16491354,48616.7175303105,2283707.44738323,6917736.70648203,-221413.39690742,58070.39658051,0,4171649.82910191,7286590.01516603,24559913.1586939,740815.490337361,846395.627606572,218076.609953,0,1064472.23755957,0,0,6823729.123189,86306.288231,3842313.75472229,3829561.27655536,12752.47816693,1570586.79141516,1420426.77030458,150160.021110579,-538167.216836539,0,683407.580174364,7990510.65807131
2016-04-01,2016,"Q2","2015/16","Q4","April",17184527.2277877,12.422400461811,,14.9450607714445,24.23,3.67852092441128,,,,,,,,,,,,,,,,,,,4979978.854405,0,0,16744914.7344554,0,40967.897511,11786.18497,45769.930588,0,0,57556.115558,71.066429,0,71.066429,0,0,0,0,3196579.631699,4979978.854405,1783399.222706,0,1554429.684391,-2040392.259358,3594821.943749,11228558.6989102,425.528745433215,10370764.6669271,857794.031983102,12.6570063219618,-444451.458147881,417225.233882,3476072.72407,13875791.778565,,16744914.7344554,2746235.30720147,6842216.94109214,0,7156462.48616175,89544.295465569,13867235.8120448,11788763.6888722,51527.6231612644,11700545.0345389,35185.7903330274,1505.24083892,2078472.12317269,6131351.30580352,4052879.18263084,3380.540917,0,168914.210535164,10145521.7046558,13331829.9200831,3186308.21542737,-712304.158831636,58639.30438951,7659668.5861952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56380388442157,,,,450344.32449753,2720100.75356348,363056.49545555,1906699.9336104,39741.4381912644,11654775.1039509,35185.7903330274,1505.24083892,11731207.5733142,89473.229036569,3380.540917,0,47038.431437,168914.210535164,4576921.62141252,4118864.38253069,458057.238881836,2103271.22117291,-225242.96227136,2328514.18344427,6842216.94109214,-204791.262131805,58639.30438951,0,4183595.8621252,7156462.48616175,24446636.7660523,,,,,,,,,,,,,,,,,,,
2016-05-01,2016,"Q2","2015/16","Q4","May",17494951.7957898,13.6108634782045,,14.7691773089097,24.48,3.62252253859701,,,,,,,,,,,,,,,,,,,5272716.086124,0,0,17314442.9706629,0,45273.74402,11785.895882,47527.209987,0,0,59313.105869,182.477341,0,182.477341,0,0,0,0,3266308.938783,5272716.086124,2006407.147341,0,1628380.714378,-1413051.166786,3041431.881164,11498919.2451622,432.160620769673,10596898.7038101,902020.541352044,25.3151466428073,-249301.269671866,693959.556427,3570877.536693,14221712.632386,,17314442.9706629,2783663.87627296,7056991.25754412,0,7473787.83684582,89677.6675896015,14769063.8723939,11845207.7167384,57324.3655452644,11754118.4412498,32419.2025386361,1345.70740477,2923856.1556555,6389430.21265347,3465574.05699798,3238.938393,0,169531.118692321,10183869.7219249,13481099.9790442,3297230.2571193,-501568.362834838,58113.28037851,7819497.98080365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03916238418828,,,,482645.06251004,3205081.08727696,640438.280656048,2081997.74411087,45538.4696632644,11706591.2312628,32419.2025386361,1345.70740477,11785894.6108694,89495.1902486015,3238.938393,0,50972.814759,169531.118692321,4761049.49827547,4336907.3224415,424142.175833976,1982180.73388202,-413028.981885233,2395209.71576725,7056991.25754412,-235896.842903054,58113.28037851,0,4248620.44411065,7473787.83684582,25133536.2211602,,,,,,,,,,,,,,,,,,,
2016-06-01,2016,"Q2","2015/16","Q4","June",17620524.2649925,12.2382101977425,,15.1726273366274,23.54,3.71170995207421,,,,,,,,,,,,,,,,,,,5650579.927021,0,0,17785626.4126926,0,39922.285201,11771.671368,36302.161109,0,0,48073.832477,174.888402,0,174.888402,0,0,0,0,3391603.151764,5650579.927021,2258976.775257,0,1144088.433478,-1686731.430131,2830819.863609,11500419.9286625,415.420944254725,10640536.3173164,859883.611346134,10.4615644147012,-578338.256516638,500991.828556,3468392.617401,13699684.688721,,17785626.4126926,2920442.21199742,7213909.92585688,0,7651274.27483831,94605.1493265427,14824372.4764976,12070511.6309628,59075.0373959724,11977599.8503373,31866.2299915458,1970.513238,2753860.84553481,6241835.57837598,3487974.73284116,2794.83580483013,0,166512.220958894,10323406.4875722,13624405.7550365,3300999.2674643,-736019.761844972,54168.74121951,7780091.36595956,2893023.42859795,14214680.0718151,19726200.3576224,13019094.5499062,12839318.2101927,177805.826475546,1970.513238,6707105.80771617,10207874.4579373,3500768.65022109,2794.83580483013,7142431.955139,103011.24315161,12014700.1378842,15465068.1222857,3450367.98440155,-1120695.54338482,13826.82321951,8491827.68120935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12416682811954,,,,471160.939766579,3238354.94570443,454141.662350425,2313052.34358743,47303.3660279724,11941297.6892283,31866.2299915458,1970.513238,12022437.7984858,94430.2609245427,2794.83580483013,0,46214.324685,166512.220958894,5097747.14489798,4440592.27566581,657154.869232165,2123985.826374,-317129.829744166,2441115.65611817,7213909.92585688,-156748.142687479,54168.74121951,0,4311698.74855856,7651274.27483831,25883410.5412534,732184.431017331,861718.359855374,145939.596484,0,1007657.95633937,0,0,7142431.955139,79627.576846,3966038.87956129,3953244.96218136,12793.91737993,1840662.36724921,1691293.65031197,149368.716937246,-549414.847385972,0,711736.315249791,8335695.01870968
