"Date","Year","Quarter","FY","QFY","Month","FDSB_SA_XDC","FIDR_PA","FID_PA","FITB_PA","FILR_PA","FISR_PA","27A__XDC","26D__XDC","22A__XDC","20N__XDC","20C__XDC","22G__XDC","22D__XDC","22C__XDC","22B__XDC","26G__XDC","24__XDC","26B__XDC","21__XDC","26C__XDC","26J__XDC","27R__XDC","20__XDC","25__XDC","FMA_XDC","FMBCC_XDC","FMBDN_XDC","FMB_XDC","FMBSC_XDC","FASAD_XDC","FASAOF_XDC","FASAOP_XDC","FASAON_XDC","FASAOS_XDC","FASAO_XDC","FASDSD_XDC","FASDSB_XDC","FASDS_XDC","FASDSO_XDC","FASDSS_XDC","FASFD_XDC","FASL_XDC","FASMBC_XDC","FASMB_XDC","FASMBLD_XDC","FASMBLO_XDC","FASAG_XDC","FASG_XDC","FASLG_XDC","FASAF_XDC","FASAFOIL_USD","FASF_XDC","FASLF_XDC","FASLFOIL_USD","FASO_XDC","FASLD_XDC","FASE_XDC","FAA_XDC","26AA_XDC","FDSB_XDC","FDSBC_XDC","FDSBO_XDC","FDSBS_XDC","FDSBT_XDC","FDSDX_XDC","FDSAD_XDC","FDSAO_XDC","FDSAOF_XDC","FDSAOP_XDC","FDSAON_XDC","FDSAOG_XDC","FDSDG_XDC","FDSADG_XDC","FDSLDG_XDC","FDSFD_XDC","FDSI_XDC","FDSL_XDC","FDSF_XDC","FDSAF_XDC","FDSLF_XDC","FDSO_XDC","FDSSX_XDC","FDSE_XDC","FFCC_XDC","FFCD_XDC","FFCAD_XDC","FFCAO_XDC","FFCAOP_XDC","FFCAON_XDC","FFCAOG_XDC","FFCDG_XDC","FFCADG_XDC","FFCLDG_XDC","FFCFD_XDC","FFCI_XDC","FFCL_XDC","FFCF_XDC","FFCAF_XDC","FFCLF_XDC","FFCO_XDC","FFCS_XDC","FFCE_XDC","17A__XDC","16D__XDC","12A__XDC","12E__XDC","12G__XDC","12D__XDC","12C__XDC","12B__XDC","11__XDC","16C__XDC","16J__XDC","17RV_XDC","17R__XDC","14N__XDC","14__XDC","14A__XDC","16B__XDC","16AC_XDC","15__XDC","37A__XDC","32AN_XDC","32G__XDC","32C__XDC","32D__XDC","32B__XDC","32__XDC","31N__XDC","36J__XDC","34__XDC","34__SA_XDC","35L__XDC","37R__XDC","35__XDC","35L__PC_CP_A_PT","36B__XDC","36AA_XDC","36AC_XDC","FOSAAC_XDC","FOSAA_XDC","FOSAAO_XDC","FOSAAR_XDC","FOSAOF_XDC","FOSAOP_XDC","FOSAON_XDC","FOSAOG_XDC","FOSAO_XDC","FOSDX_XDC","FOSFD_XDC","FOSI_XDC","FOSLA_XDC","FOSL_XDC","FOSAG_XDC","FOSG_XDC","FOSLG_XDC","FOSAF_XDC","FOSF_XDC","FOSLF_XDC","FOSD_XDC","FOSO_XDC","FOSSX_XDC","FOSS_XDC","FOSE_XDC","FOST_XDC","FODA_XDC","FFSAD_XDC","FFSAP_XDC","FFSAON_XDC","FFSAOG_XDC","FFSAO_XDC","FFSD_XDC","FFSFD_XDC","FFSI_XDC","FFSL_XDC","FFSAG_XDC","FFSG_XDC","FFSLG_XDC","FFSAF_XDC","FFSF_XDC","FFSLF_XDC","FFSO_XDC","FFSS_XDC","FFSE_XDC","FOFA_XDC"
2014-01-01,2014,"Q1","2013/14","Q3","January",13504009.3466486,11.3656580612401,15.5,8.821971610681,21.924662920088,3.06946916425994,,,,,,,,,,,,,,,,,,,4012913.153301,0,0,13445628.3468435,0,45340.598024,5962.853445,34054.720033,0,0,40017.573478,37.057945,0,37.057945,0,0,0,0,2715159.948699,4012913.153301,1297753.204602,0,7999926.886783,-2959594.9732,10959521.859983,10098809.9085908,840.052776315247,8745633.98287046,1353175.92572038,277.809072843407,-70568.9759095548,623174.608836,1305841.337,18809866.803391,,13445628.3468435,2317366.07931109,5484296.86946053,0,5643965.39807185,30888.1187506046,9405358.81765252,8961977.14253555,41327.53910912,8872273.01868411,47636.2264861173,740.3582562,443381.675116967,11746056.0277262,11302674.3526093,10230.424,0,108660.851359166,8324358.72804283,11528051.6210512,3203692.89300835,-247140.49607213,91991.1064040659,4289459.18822042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7834134448403,,,,397793.86938791,2331537.51945831,566539.463157,1367204.1869134,35364.68566412,8838218.29865111,47636.2264861173,740.3582562,8921959.56905755,30851.0608056046,10230.424,0,50723.961075,108660.851359166,3746129.14094324,3402976.64831697,343152.492626274,1429241.71246035,-421275.254827621,1850516.96728797,5484296.86946053,-169139.046581176,91991.1064040659,0,2983617.85122042,5643965.39807185,19235669.5239678,,,,,,,,,,,,,,,,,,,
2014-02-01,2014,"Q1","2013/14","Q3","February",13831189.7607875,12.5180132966428,15.5,9.41165870435211,20.8134222612181,3.44927772001982,,,,,,,,,,,,,,,,,,,4103988.29204,0,0,13854465.6253383,0,45409.80952,6731.748908,36223.018717,0,0,42954.767625,269.697387,0,269.697387,0,0,0,0,2694370.968708,4103988.29204,1409617.323332,0,8302057.697117,-3142059.941194,11444117.638311,10439798.0422909,836.641339151632,9040349.91412732,1399448.12816359,280.494980779362,-362193.201749679,740921.219295,1503668.543106,19614622.086371,,13854465.6253383,2287826.85394373,5553489.18978782,0,6013149.58160672,31291.982079827,9328393.92466185,9044647.20675932,41594.01804008,8954585.19431415,47725.6830348872,742.3113702,283746.717902527,12094401.3865956,11810654.6686931,9137.686819,0,109615.035782078,8727653.48193722,12073595.0587302,3345941.57679295,-518957.395522287,92911.7664547745,4477582.7009909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9463742397797,,,,406544.114764273,2507600.64484613,666563.382553,1434493.14752886,34862.26913208,8918362.17559715,47725.6830348872,742.3113702,9001692.43913432,31022.284692827,9137.686819,0,51637.877931,109615.035782078,3792343.68947858,3425806.65909653,366537.030382054,1633797.01643926,-312696.432190097,1946493.44862936,5553489.18978782,-212474.274728749,92911.7664547745,0,2973914.1578849,6013149.58160672,19827106.1836084,,,,,,,,,,,,,,,,,,,
2014-03-01,2014,"Q1","2013/14","Q3","March",14184644.7424025,12.3995586426174,15.5,9.92722618104725,21.8703234542479,2.51263300411132,,,,,,,,,,,,,,,,,,,4169271.146549,0,0,14137863.5108524,0,45889.849239,6731.522927,36779.0486,0,0,43510.571527,255.368983,0,255.368983,0,0,0,0,2687125.501382,4169271.146549,1482145.645167,0,8014345.561382,-3195064.669673,11209410.231055,10646878.2614752,847.631960408566,9125291.61331931,1521586.6481559,326.537257351029,-204665.438563687,493166.163794,1561600.12365,19447182.802432,,14137863.5108524,2274956.71754629,5611253.05411605,0,6251653.73919008,28171.5086819053,9517825.75494337,9175568.79056257,43384.4051410729,9084426.0598495,46995.599203,762.726369,342256.964380797,11936474.9257841,11594217.9614033,8216.419494,0,107962.156620792,8839767.85860378,12256326.4220912,3416558.56348746,-742082.577709236,93818.9411056308,4723643.64910491,2251385.48628809,10860315.6900947,11704487.7895152,9490040.2586394,9369886.5727964,119390.959474,762.726369,2214447.5308758,13809064.9802461,11594617.4493703,8216.419494,3891947.021241,80514.932456792,9382293.3128758,12908008.1220343,3525714.8091585,-1060774.52913313,47148.29821003,5008027.77834169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4011660186136,,,,412168.783835706,2419773.06715634,459818.074341,1547786.20897963,36652.8822140729,9047647.0112495,46995.599203,762.726369,9132058.21903557,27916.1396989053,8216.419494,0,51447.522996,107962.156620792,3922129.36440211,3537321.6340538,384807.730348313,1609448.16061603,-285523.754715531,1894971.91533156,5611253.05411605,-510682.338542919,93818.9411056308,0,3162043.52545491,6251653.73919008,20043223.6981439,1007084.6967264,285460.5129469,72395.360271,0,357855.8732179,0,0,3891947.021241,60400.675253,1872590.054462,1872190.566495,399.487967,651681.699943056,542525.454272016,109156.24567104,-457075.235020582,0,284384.129236776,4481229.95136052
2014-04-01,2014,"Q2","2013/14","Q4","April",14507927.0641272,12.0874248631854,15.5,10.5081184835764,21.7776609899996,2.52425374144847,,,,,,,,,,,,,,,,,,,4197743.25015,0,0,14183770.3918142,0,47085.671478,6780.116425,38254.54868,0,0,45034.665105,434.432951,0,434.432951,0,0,0,0,2686090.890704,4197743.25015,1511652.359446,0,8245456.331697,-3332734.093303,11578190.425,10811848.9243944,898.206066743088,9256870.9866553,1554977.93773907,345.744598864894,-241862.904920705,549953.056833,1509989.394922,19860284.165821,,14183770.3918142,2248960.96100486,5720532.93648809,0,6214276.49432125,27911.154033587,9582661.44070975,9201169.20293145,41562.5215719729,9109079.89809848,49893.856206,632.927055,381492.237778303,12320009.3092852,11938517.0715069,8691.985747,0,110595.995222792,8886513.91156961,12297453.5335402,3410939.62197059,-665962.976712864,95304.2764232003,4708864.52749792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8910126471205,,,,437129.929699143,2512814.40348731,516102.892383,1559581.58140516,34782.4051469729,9070825.34941848,49893.856206,632.927055,9156134.53782645,27476.721082587,8691.985747,0,52638.175357,110595.995222792,4074552.97758821,3714226.3310813,360326.646506909,1485604.60914583,-370357.07508569,1855961.68423152,5720532.93648809,-415573.518161995,95304.2764232003,0,3198875.13257592,6214276.49432125,20120331.1413906,,,,,,,,,,,,,,,,,,,
2014-05-01,2014,"Q2","2013/14","Q4","May",14443425.5107623,11.363354271868,15.5,10.1157088613113,21.8921819047354,2.31078155769534,,,,,,,,,,,,,,,,,,,4216282.589162,0,0,14313228.5052261,0,49090.288175,8149.428508,39492.372098,0,0,47641.800606,90.832076,0,90.832076,0,0,0,0,2674693.137535,4216282.589162,1541589.451627,0,8551688.386983,-3256101.383891,11807789.770874,10711624.7156399,820.035124354012,9181397.86136025,1530226.85427964,328.910358883446,-455579.747275751,725346.459133,1535888.433155,20228913.207712,,14313228.5052261,2267670.01589019,5879143.32443053,0,6166415.16490538,27627.3494646094,9664875.64680912,9368292.76798361,43720.7198357529,9272081.41895786,51872.904207,617.724983,296582.878825508,12520543.9884351,12223961.1096096,7946.537847,0,109412.220741792,8692768.24291611,12025008.8205503,3332240.57763422,-899450.114306123,94850.9367789364,4704028.44654233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.276528003575,,,,407023.121644805,2701714.95338666,689703.227955,1604988.60378686,35571.2913277529,9232589.04685986,51872.904207,617.724983,9320650.96737761,27536.5173886094,7946.537847,0,60633.133594,109412.220741792,3968855.60145206,3552684.26271651,416171.338735552,1313384.10491044,-488629.618444135,1802013.72335458,5879143.32443053,-427657.291467515,94850.9367789364,0,3168140.01338733,6166415.16490538,20389715.9030364,,,,,,,,,,,,,,,,,,,
2014-06-01,2014,"Q2","2013/14","Q4","June",14212641.6702248,9.81753435481969,15,9.46050400352201,21.5481028162378,2.31423699916613,,,,,,,,,,,,,,,,,,,4081146.203009,0,0,14307354.9666315,0,44255.23934,8386.067972,37421.778834,0,0,45807.846806,140.045049,0,140.045049,0,0,0,0,2746091.265057,4081146.203009,1335054.937952,0,2994844.714627,-3059334.535818,6054179.250445,10174547.7109727,519.974049046552,9447569.164558,726978.54641474,9.32659075847797,-312502.456964997,943741.67481,1765772.248983,13995062.608404,,14307354.9666315,2325194.99928009,5920618.92338182,0,6061541.04396955,38867.6573586358,10074715.469041,9534508.36602135,38074.2812740028,9448951.39069635,46816.196199,666.497852,540207.103019674,7043044.71336518,6502837.61034551,7319.882613,0,106233.887879673,8836362.3454511,11446888.2761899,2610525.93073884,-613329.775251125,89416.5573069538,4975214.63139711,2298358.07290981,10933566.1900831,12433626.7467402,9907743.25446355,9747889.35857655,159187.398035,666.497852,2525883.49227667,9029059.83918018,6503176.34690351,7319.882613,4141800.734121,79925.1323941599,9496583.55663168,12219313.4871629,2722729.93053127,-868837.698897786,44418.8411072061,5293659.14249103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3873504956676,,,,420896.265776909,2684475.44442706,910561.478754,1353017.69989615,29688.2133020028,9411529.61186235,46816.196199,666.497852,9488700.51921535,38727.6123096358,7319.882613,0,53397.589795,106233.887879673,4048199.99873818,3599541.63883767,448658.359900506,1272340.5652172,-611206.819106901,1883547.3843241,5920618.92338182,-325187.102852979,89416.5573069538,0,3209442.38241411,6061541.04396955,20666302.1113187,981112.558556818,298937.9678802,112371.201836,0,411309.1697162,0,0,4141800.734121,59270.59299683,1986015.125815,1985676.389257,338.736558,772425.210973,660221.211180574,112203.999792426,-481196.509495126,0,318444.511093918,4773388.88955981
2014-07-01,2014,"Q3","2014/15","Q1","July",14444184.002856,10.3975584980437,15,9.61203941874994,21.5597927318759,2.34407070049745,,,,,,,,,,,,,,,,,,,4288862.239287,0,0,14298641.3528082,0,44272.011594,8108.149772,38358.490121,0,0,46466.639893,114.818915,0,114.818915,0,0,0,0,2837528.237349,4288863.029447,1451334.792098,0,2072144.416599,-3461050.839079,5533195.255678,10236058.9381825,548.969411840119,9496024.57626729,740034.361915196,14.4379301775103,-365885.681466714,383740.176683,1818880.045097,13196373.960667,,14298641.3528082,2389975.9829064,5890825.59801461,0,6017839.77188717,78024.2508879586,10069215.8290518,9625862.76612904,37425.9130394528,9548260.04403858,39504.117199,672.691852,443353.062922761,6374948.64318231,5931595.58025955,19966.407389,0,111506.504792673,8886107.58248704,11440529.2128929,2554421.63040585,-721577.562748708,89686.8681709573,5079075.59010031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4550068385868,,,,447552.254442596,2217599.31218353,350607.289144,1419439.76859693,29317.7632674528,9509901.55391758,39504.117199,672.691852,9579396.12623604,77909.4319729586,19966.407389,0,62235.894723,111506.504792673,4302804.22658331,3904403.90200176,398400.32458155,1204470.27471041,-609916.993780244,1814387.26849066,5890825.59801461,-438683.67545106,89686.8681709573,0,3260195.54500331,6017839.77188717,20377313.7355027,,,,,,,,,,,,,,,,,,,
2014-08-01,2014,"Q3","2014/15","Q1","August",14555737.3592372,9.70193509701944,15,10.8182290602007,21.7207206683614,2.28986076589301,,,,,,,,,,,,,,,,,,,4444829.280065,0,0,14747150.2919045,0,45838.56425,8168.187754,40555.917671,0,0,48724.105425,106.849076,0,106.849076,0,0,0,0,2940532.593703,4444829.991325,1504297.397622,0,2126477.997522,-2458961.634358,4585439.63188,9711926.98515308,561.594184317295,8906829.74595339,805097.239199692,42.7442332289515,-463313.252735609,729805.195305,1831001.9983,12773497.97693,,14747150.2919045,2521093.31949333,6088896.12648091,0,6137160.84593024,71389.4769672374,11289350.3354989,9728513.70211307,37862.3098869228,9650564.05817515,39304.603199,782.730852,1560836.63338581,6544051.61467396,4983214.98128815,19764.210203,0,113537.146821123,8057442.58044117,10783986.9654699,2726544.38502868,-857148.144265062,90589.4733960029,5161510.45168709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4460913347846,,,,419439.274209674,2643638.49801776,666929.898083,1557269.32572508,29694.1221329228,9610008.14050415,39304.603199,782.730852,9679789.59668807,71282.6278912374,19764.210203,0,50246.402673,113537.146821123,4417573.61715196,4019798.26774381,397775.349408145,1072059.98031678,-849387.165512217,1921447.14582899,6088896.12648091,-408146.099071368,90589.4733960029,0,3330508.45338709,6137160.84593024,20968716.1761387,,,,,,,,,,,,,,,,,,,
2014-09-01,2014,"Q3","2014/15","Q1","September",14488021.6019778,10.029414823018,15,10.6157062683932,21.1779232882472,2.41461926387719,,,,,,,,,,,,,,,,,,,4151304.728588,0,0,14557883.359229,0,46094.288772,8234.200498,41822.482518,0,0,50056.683016,156.712571,0,156.712571,0,0,0,0,2890362.777274,4151305.440536,1260942.663262,0,2474336.734765,-2392893.886863,4867230.621628,9421995.29101789,512.989248543351,8668194.6456804,753800.645337488,25.9252410699826,-402502.111966595,687809.817372,1934681.872093,12719223.72164,,14557883.359229,2436358.01427048,6130884.25460238,0,5990641.09035611,77288.7653710029,11462558.7785159,9799348.83221468,38565.0842770936,9721635.41788658,38343.170199,805.159852,1663209.94630119,6913870.91507325,5250660.96877206,5931.382852,0,110176.087547073,7943822.89915486,10617726.5889616,2673903.68980677,-711988.657049359,75293.444639,5291797.28573109,2410623.61817945,11071535.5913343,14040992.5540838,10222298.7019546,10044741.8848386,176751.657264,805.159852,3818693.85212919,9069608.45873325,5250914.60660406,5931.382852,4367177.483322,85980.0212591937,8735023.25891474,11485314.1580106,2750290.89909589,-916288.065806172,33626.595639,5717429.17686792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79799855661,,,,454004.763003518,2412380.91518331,651351.116161,1307025.03601879,30330.8837790936,9679812.93536858,38343.170199,805.159852,9749292.14919868,77132.0528000029,5931.382852,0,50282.323025,110176.087547073,4439534.18030825,4056103.83316419,383430.347144061,1195731.29794374,-724371.746525545,1920103.04446929,6130884.25460238,-304050.907789974,75293.444639,0,3357115.41363809,5990641.09035611,20825126.129342,934739.01238298,323106.46695206,138408.487065,0,461514.95401706,0,0,4367177.483322,59204.27537536,2155737.54366,2155483.905828,253.637832,867587.569049,791200.35975988,76387.20928912,-509075.417846166,0,425631.891136835,5075945.41276652
2014-10-01,2014,"Q4","2014/15","Q2","October",14875647.6158471,9.72179840201512,15,11.0529865156687,21.9062402148964,2.54025049762773,,,,,,,,,,,,,,,,,,,4224789.931028,0,0,14758561.0630254,0,46836.975761,8199.862721,43155.084994,0,0,51354.947715,139.633125,0,139.633125,0,0,0,0,2911578.952313,4224790.642976,1313211.690663,0,5423472.378277,-2240723.441443,7664195.81972,9476408.46366369,323.43797025266,8704596.70155849,771811.762105197,27.4684905360632,-368809.671417512,781046.369456,1924898.209452,15729044.31285,,14758561.0630254,2493697.65306534,6134394.55585143,0,6130468.85410867,76833.3412452411,11751281.8635692,9968376.04613159,37876.3820296836,9882622.1910509,47194.609199,682.863852,1782905.81743762,9804097.20096793,8021191.38353031,20182.982978,0,119427.820921361,7976674.85931173,10594501.7567727,2617826.89746102,-650677.731087993,76045.564046,5327583.68626281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3054697445493,,,,417881.299247658,2545347.08592176,742279.226806,1385186.5598681,29676.5193086836,9839467.1060569,47194.609199,682.863852,9917021.09841659,76693.7081202411,20182.982978,0,52152.59136,119427.820921361,4380624.82269093,4023629.25888062,356995.563810309,1118093.29310906,-727921.842246765,1846015.13535582,6134394.55585143,-253975.948714381,76045.564046,0,3402685.47681081,6130468.85410867,21082166.0487017,,,,,,,,,,,,,,,,,,,
2014-11-01,2014,"Q4","2014/15","Q2","November",14992915.1708616,9.818932899331,15,11.073925500346,22.1417565781373,3.58004830050008,,,,,,,,,,,,,,,,,,,4446938.703478,0,0,15202454.3097525,0,46842.484199,8186.760096,43217.434343,0,0,51404.194439,101.997262,0,101.997262,0,0,0,0,3096994.541291,4446939.415426,1349944.874135,0,4700713.802151,-2209022.021971,6909735.824122,10418407.5136543,471.348641520809,9164059.99184439,1254347.52180988,196.054172053404,-429101.621197615,808974.711417,2226370.145604,16006420.664217,,15202454.3097525,2639992.58861818,6277661.03499382,0,6284800.68614047,76535.2815842744,12017902.0134062,10214938.8787628,39423.5015457136,10130218.1251661,44690.992199,606.259852,1802963.13464341,9082002.04348945,7279038.90884604,19089.950512,0,128122.213306635,8431171.48736951,11600803.0681285,3169631.58075898,-705736.881906915,75450.681342,5653157.94513961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1871030312601,,,,457001.952672817,2634026.73781976,771029.046087,1405995.73905994,31236.7414497136,10087000.6908231,44690.992199,606.259852,10163534.6843238,76433.2843222744,19089.950512,0,58220.310712,128122.213306635,4381288.24133845,4011985.15661441,369303.084724039,1182395.55447422,-732888.504474879,1915284.0589491,6277661.03499382,-269907.88762736,75450.681342,0,3426787.79953561,6284800.68614047,21420065.0479624,,,,,,,,,,,,,,,,,,,
2014-12-01,2014,"Q4","2014/15","Q2","December",15176994.9256331,10.4928958574402,15,11.2957619101993,20.6779344561068,3.23040129992441,,,,,,,,,,,,,,,,,,,5188537.655155,0,0,15445084.8319765,0,42453.522457,8185.473796,42400.036002,0,0,50585.509798,179.257962,0,179.257962,0,0,0,0,3320143.750907,5188538.376888,1868394.625981,0,1813934.992965,-2325687.029916,4139622.022881,10071437.4171759,385.784975848467,9343954.34047771,727483.076698171,9.86985149212153,-420596.347854292,266896.734892,2076288.320929,12706518.038964,,15445084.8319765,2747702.55454036,6299001.90716257,0,6398380.37027357,81755.5059006039,11887152.9929405,10302581.2074176,30460.6542902644,10220832.8082939,50668.28198144,619.462852,1584571.78552289,6300693.78299252,4716121.99746963,18664.719131,0,128274.829066487,8626526.66783976,11307304.0751915,2680777.40735175,-818968.802159235,70512.15906251,5588356.41672119,2724228.41225189,11621961.5113852,14815702.5456303,10870880.9253074,10680434.6934089,189826.76904644,619.462852,3944821.62032289,8669184.94592252,4724363.32559963,18664.719131,4576336.383947,87164.6075360196,9463833.32370441,12266090.4232171,2802257.0995127,-1006724.02907811,30141.74806251,6227762.51501708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1913003814398,,,,572441.196366641,2715627.67497891,228328.961094,1914857.51751827,22275.1804942644,10178432.7722919,50668.28198144,619.462852,10251995.6976196,81576.2479386039,18664.719131,0,49023.603545,128274.829066487,4486758.79002752,3910258.81543889,576499.97458863,1235866.65801563,-717427.67263795,1953294.33065358,6299001.90716257,-397047.417653673,70512.15906251,0,3512068.09579219,6398380.37027357,21673501.8228875,913212.545506041,459601.88511507,139158.487065,0,598760.37218007,0,0,4576336.383947,57356.722412414,2368491.16293,2360249.8348,8241.32813,958786.3480256,837306.655864654,121479.692160946,-563569.796305447,0,639406.098295886,5563793.54808636
2015-01-01,2015,"Q1","2014/15","Q3","January",15451081.0364031,10.8142991107509,15,11.5063243297329,21.6867684590963,3.31063314746122,,,,,,,,,,,,,,,,,,,5058729.4,0,0,15426545.5936104,0,381550.652696,8171.139828,43026.481877,0,0,51197.621705,207.857374,0,207.857374,0,0,0,0,3182061.105001,5058729.425235,1876668.320234,0,3236215.89097,-2461553.51432,5697769.40529,9854052.43536193,447.25542271687,8924780.73558045,929271.699781473,78.7621984163361,-327465.66213954,37963.889576,2126539.985616,14254023.633027,,15426545.5936104,2710961.10179456,6124596.90618985,0,6590987.58562599,81500.4119390383,12111384.5764367,10487194.8074415,36670.3033222644,10394262.7503615,54819.90090576,1441.852852,1624189.76899523,7713726.82701199,6089537.05801676,4485.244619,0,142881.459807483,8595196.73381305,11705098.8294178,3109902.09560477,-695938.888925909,69852.72385851,5677254.7667792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3312333696589,,,,471100.00320644,2433587.38781581,114.241,1962373.14360937,28499.1634942644,10351236.2684845,54819.90090576,1441.852852,10435997.1857365,81292.5545650383,4485.244619,0,387148.480157,142881.459807483,4477510.93604199,4085743.28331523,391767.652726761,1851046.39405589,-329584.001767403,2180630.39582329,6124596.90618985,-326215.879447999,69852.72385851,0,3550714.7811632,6590987.58562599,22323279.1090134,,,,,,,,,,,,,,,,,,,
2015-02-01,2015,"Q1","2014/15","Q3","February",15406282.6317254,11.3833792948068,15,12.2515742883944,20.8202107707586,2.93994228831857,,,,,,,,,,,,,,,,,,,4674247.9,0,0,15428954.5445721,0,45044.344568,8768.825528,44212.289489,0,0,52981.115017,103.852931,0,103.852931,0,0,0,0,3039899.629093,4674247.903486,1634348.274393,0,2933018.444808,-2470219.582376,5403238.027184,10305015.6410147,517.543863047509,9178986.78683002,1126028.85418472,144.376712382436,-449086.179024979,217169.316073,2364357.770574,14110100.838445,,15428954.5445721,2583488.64545132,6202108.74597259,0,6643357.15314819,81306.3379359702,12291592.617019,10548808.3007839,48202.8330222644,10451806.9925089,47719.74840076,1078.726852,1742784.31623509,7513190.6033965,5770406.28716141,19060.902406,0,148491.692414053,8623420.95747318,12126098.1198655,3502677.16239231,-804505.1627726,70494.15902951,5971211.10516921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9883888230637,,,,456410.983641678,2362291.58411046,179824.636648,1726055.96382078,39434.0074942644,10407594.7030199,47719.74840076,1078.726852,10495827.1857669,81202.4850049702,19060.902406,0,50676.628033,148491.692414053,4580172.1585885,4213003.89861109,367168.259977411,1821082.47885075,-555565.829356837,2376648.30820759,6202108.74597259,-306688.257209841,70494.15902951,0,3606853.33459521,6643357.15314819,22410774.4224081,,,,,,,,,,,,,,,,,,,
2015-03-01,2015,"Q1","2014/15","Q3","March",15457903.4981615,9.75850161924812,15,13.2794694203047,20.0801326974771,3.2908690691933,,,,,,,,,,,,,,,,,,,4752094.3,0,0,15379277.7358201,0,189982.433997,8691.137879,46045.006563,0,0,54736.144442,91.71235,0,91.71235,0,0,0,0,3045315.456081,4752094.282371,1706778.82629,0,1422563.330041,-2360138.722309,3782702.05235,9746976.10692133,462.289435985882,8920025.66654217,826950.440379158,38.8126582849429,-408884.886644827,41264.32021,2420040.094386,12176203.805699,,15379277.7358201,2570377.62761163,6287236.19348958,0,6521663.91471887,89252.9932878192,12309611.8290079,10764210.3447993,47887.7145561055,10665429.4406747,49582.1017165,1311.087852,1545401.48420867,5698567.71495773,4153166.23074906,513.130359,0,157522.011156258,8753085.57425154,11990603.1310988,3237517.55684731,-712390.869316304,71292.99061151,6077229.41163429,2547884.91677095,11906098.1539252,15585901.7492062,11342019.4688885,11155525.356591,185183.0244455,1311.087852,4243882.28031774,8406601.79998273,4162719.519665,513.130359,4801672.204886,108760.984009201,9704027.42433641,13078008.6559912,3373981.23165483,-925490.108049461,29640.38761151,6820849.50432359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14894729379152,,,,474937.82846937,2274160.48614831,191.837,1799030.82067894,39196.5766771055,10619384.4341117,49582.1017165,1311.087852,10709474.2003573,89161.2809378192,513.130359,0,194901.213985016,157522.011156258,4276004.38491673,3905540.20651767,370464.178399065,2243627.02417752,-166940.092290629,2410567.11646815,6287236.19348958,-257245.251480553,71292.99061151,0,3657189.31724829,6521663.91471887,22505483.0601211,770327.836352365,490095.915916287,135600.922729,0,625696.838645287,0,0,4801672.204886,73994.22819046,2708034.085025,2698480.79610907,9553.28891593,1087405.52489238,950941.850084864,136463.674807518,-573839.20457393,0,743620.092689296,5928211.24695267
